"","SampleID","Proportion of Neurons (MultiBrain)","Proportion of Astrocytes (MultiBrain)","Proportion of Microglia (MultiBrain)","Proportion of Oligodendrocytes (MultiBrain)","Proportion of Endothelia (MultiBrain)"
"227","263195015_37_pcw_MD_s5",0,0.322721854757513,0.0101301289677204,0,0.667148016274766
"228","263195015_37_pcw_CBC_s5",0.18219840489741,0.184008113612073,0.010340548604186,0,0.623452932886331
"229","263195015_37_pcw_STR_s5",0,0.387043439869224,0,0,0.612956560130776
"230","263195015_37_pcw_IPC_s5",0.401036218221944,0.160404511640747,0.0123842588477191,0,0.42617501128959
"231","263195015_37_pcw_ITC_s5",0.45365920865121,0.103358900433699,0.00794178307785997,0,0.435040107837232
"232","263195015_37_pcw_S1C_s5",0.23978842288313,0.218706941779943,0.0205621952132654,0,0.520942440123661
"233","263195015_37_pcw_DFC_s5",0.45128416732812,0.0957845939411344,0.00795722872803508,0,0.44497401000271
"234","263195015_37_pcw_STC_s5",0.439975063932347,0.105733190053421,0.0103264120431563,0,0.443965333971076
"235","263195015_37_pcw_M1C_s5",0.16604515920604,0.228900603979685,0.00864744547726846,0,0.596406791337006
"236","263195015_37_pcw_VFC_s5",0.315356214722126,0.171118010490799,0,0,0.513525774787076
"237","263195015_37_pcw_HIP_s5",0,0.319275440117262,0,0,0.680724559882738
"238","12296_4_mos_STC_s6",0.840917552735175,0.0233432832795704,0,0,0.135739163985255
"239","12296_4_mos_STR_s6",0.576511761261275,0,0,0.107672942756378,0.315815295982347
"240","12296_4_mos_V1C_s6",0.857017766063001,0.0165011718315374,0,0,0.126481062105462
"241","12296_4_mos_CBC_s6",0.524096726425077,0.0455666279474637,0,0.0532472292004008,0.377089416427058
"242","12296_4_mos_HIP_s6",0.680278619463815,0.12762346085684,0,0,0.192097919679345
"243","12296_4_mos_MD_s6",0.77615127046798,0.0192331284410871,0,0.0350411506629542,0.169574450427979
"244","12296_4_mos_ITC_s6",0.830208674799616,0.0517698679430564,0,0,0.118021457257328
"245","12296_4_mos_AMY_s6",0.604905037680004,0.142915791789818,0,0.031849595381613,0.220329575148565
"246","12296_4_mos_MFC_s6",0.838210735762583,0.0219771406035851,0,0,0.139812123633832
"247","12889_4_mos_M1C_s6",0.0401182973093894,0.625687359962034,0,0.00464606560585651,0.32954827712272
"248","12889_4_mos_DFC_s6",0.155099005691765,0.452770512549369,0,0.00739329265178884,0.384737189107077
"249","12889_4_mos_OFC_s6",0.0528709736102287,0.62882725487282,0,0,0.318301771516951
"250","12889_4_mos_A1C_s6",0.0717554118226937,0.530027685323552,0,0,0.398216902853754
"251","12889_4_mos_STC_s6",0.183656063236572,0.427734811900226,0,0.036830216529983,0.35177890833322
"252","12889_4_mos_VFC_s6",0.146756577372251,0.494940689681237,0,0,0.358302732946512
"253","12889_4_mos_ITC_s6",0.292289600256506,0.380525007245392,0,0,0.327185392498103
"254","12889_4_mos_AMY_s6",0.00379062061871858,0.494822432612449,0,0.00975744227849057,0.491629504490342
"255","12890_4_mos_M1C_s6",0.613398791901581,0.129948764310523,0,0.0368999275914417,0.219752516196455
"256","12890_4_mos_MD_s6",0.733159213778583,0.0517383888942605,0,0.0303190634056173,0.18478333392154
"257","12890_4_mos_OFC_s6",0.70531323371512,0.0927280715264139,0,0,0.201958694758467
"258","12890_4_mos_STR_s6",0.270943649165625,0.351546099952546,0,0.0587369163691084,0.31877333451272
"259","12890_4_mos_STC_s6",0.624461740713819,0.163346388609519,0,0,0.212191870676662
"260","12890_4_mos_A1C_s6",0.612274599872058,0.175497271207069,0,0,0.212228128920874
