"","SampleID","Proportion of Neurons (MultiBrain)","Proportion of Astrocytes (MultiBrain)","Proportion of Microglia (MultiBrain)","Proportion of Oligodendrocytes (MultiBrain)","Proportion of Endothelia (MultiBrain)"
"49","R12313",0.891174622040913,0.0667505958492152,0.0065952641000281,0.0130517245308839,0.0224277934789602
"50","R12314",0.786315589566796,0.0532358042970217,0,0.135519788959113,0.0249288171770694
"51","R12316",0.572156122901874,0.151856521619197,0.00620668998227279,0.204828025430916,0.0649526400657407
"52","R12317",0.496941220614431,0.19500984486968,0,0.304655921618998,0.00339301289689066
"53","R12318",0.662593123019385,0.146611953552899,0,0.178684250917044,0.0121106725106722
"54","R12319",0.719212164441678,0.0598670232274799,0,0.188579067465891,0.0323417448649515
"55","R12320",0.661902096993546,0.123989715302302,0,0.178909261980547,0.0351989257236051
"56","R12321",0.380238901232417,0.557985922747272,0,0.0440798346929833,0.0176953413273275
"57","R12322",0.746992631963546,0.12545735727912,0,0.0970624638448542,0.0304875469124789
"58","R12323",0.591692362230045,0.205990061555075,0.00390220433539879,0.186440215550833,0.0119751563286483
"59","R12324",0.71362801648654,0.18499149466053,0,0.0701990992641292,0.0311813895888014
"60","R12325",0.639106186965158,0.101410380524766,0,0.225522661815883,0.0339607706941926
"61","R12326",0.732568873162822,0.174739698732926,0,0.092691428104251,0
"62","R12327",0.289584244956578,0.123379136920761,0,0.587036618122662,0
"63","R12328",0.772786983758735,0.142590755345804,0,0.0686841597325119,0.015938101162949
"64","R12329",0.738065889892426,0.186331357536416,0,0.048252390832963,0.0273503617381947
"65","R12330",0.587320295026121,0.133124650792102,0,0.271336035244907,0.00821901893686964
"66","R12331",0.654336312784405,0.123321580249972,0,0.17559823694851,0.0467438700171142
"67","R12332",0.702342829811138,0.11066771302611,0,0.160716403826162,0.0262730533365899
"68","R12333",0.704670476632969,0.134892627637113,0,0.154330913225926,0.00610598250399189
"69","R12334",0.694343042487494,0.113659838540411,0,0.148842333680392,0.0431547852917026
"70","R12335",0.714355074048149,0.104583203874497,0,0.160630090620727,0.0204316314566277
"71","R12336",0.685954829878075,0.139681875925513,0.000920732998578337,0.126575016035088,0.046867545162745
"72","R12337",0.746460011501869,0.123582542151235,0,0.102023175141233,0.0279342712056623
"73","R12338",0.63833576776996,0.124460132161421,0.00458972326589098,0.207629819469149,0.0249845573335789
"74","R12339",0.725851403607074,0.107151800016567,0,0.136916777131253,0.0300800192451049
"75","R12340",0.341396675708081,0.0800069398803511,0,0.578596384411568,0
"76","R12341",0.687694029004969,0.15326743525098,0,0.112879003166249,0.0461595325778015
"77","R12342",0.795235210761544,0.0736571248141357,0,0.0977087315942055,0.0333989328301145
"78","R12343",0.745148831830604,0.128522122630001,0,0.113451644398352,0.012877401141043
"79","R12344",0.265318291395395,0.226409322516251,0,0.506132241016416,0.00214014507193753
"80","R12345",0.664844499638702,0.114166315347469,0,0.211512843971465,0.0094763410423639
"81","R12346",0.766222558129674,0.0316675008944953,0,0.176255297693123,0.0258546432827078
"82","R12347",0.78107713585199,0.0781774144117399,0,0.097441914802241,0.0433035349340289
"83","R12348",0.602737053347128,0.136636689059717,0.0101163510908645,0.181686922539338,0.0688229839629527
"84","R12349",0.701230872742384,0.152324607586904,0.000807964048528836,0.111276739992072,0.0343598156301112
"85","R12350",0.725735262179601,0.170122799065465,0,0.0614332079734444,0.0427087307814899
"86","R12351",0,0.0498939832918178,0,0.950106016708182,0
"87","R12352",0.716129010071354,0.0771253747287827,0.0253387076451752,0.00620167750115547,0.175205230053533
"88","R12353",0.686525335028619,0.173057182621183,0.00105060865191469,0.0949760030474284,0.0443908706508546
"89","R12355",0.745022381723558,0.116691329239044,0,0.0970755907805806,0.0412106982568169
"90","R12356",0.577687500721823,0.179278655742726,0,0.243033843535451,0
"91","R12357",0.70595552941996,0.110777995045782,0,0.121373652843282,0.0618928226909765
