"","SampleID","Proportion of Neurons (MultiBrain)","Proportion of Astrocytes (MultiBrain)","Proportion of Microglia (MultiBrain)","Proportion of Oligodendrocytes (MultiBrain)","Proportion of Endothelia (MultiBrain)"
"118","GTEX-11PRG-0011-R11b-SM-DNZZY",0.764290182043789,0.0840027736322141,0,0.0239819282786144,0.127725116045382
"119","GTEX-11PRG-0011-R2a-SM-69LQ5",0,0.180916990678476,0,0.453550737661361,0.365532271660163
"120","GTEX-11PRG-0011-R4a-SM-DNZZR",0.368234221343131,0.202438928591618,0,0.18679469577194,0.242532154293311
"121","GTEX-11PRG-0011-R5b-SM-DNZZS",0.42374645571752,0.297649531846445,0,0.040046594436296,0.238557417999739
"122","GTEX-11PRG-0011-R6b-SM-DO923",0.250285729323545,0.180464926381891,0,0.277916403063908,0.291332941230656
"123","GTEX-11PRG-0011-R7a-SM-DNZZT",0.390354897160297,0.24469236693662,0,0.141491664634171,0.223461071268911
"124","GTEX-11PRG-2826-SM-5BC54",0.633323192186809,0.176461746212861,0,0.0338976933844364,0.156317368215895
"125","GTEX-11PRG-2926-SM-5987A",0.631176721681576,0.176887295366049,0,0,0.191935982952374
"126","GTEX-11TTK-0011-R10b-SM-DO925",0.139653310868416,0.186541498662488,0,0.415373180536771,0.258432009932326
"127","GTEX-11TTK-0011-R11b-SM-DO112",0.73851311962097,0.0610619356822878,0.00924254647465717,0.037181048917061,0.154001349305024
"128","GTEX-11TTK-0011-R4a-SM-DNZZU",0.0670113894462552,0.39637808399455,0.0123756910798479,0.169723654690758,0.354511180788589
"129","GTEX-11TTK-0011-R5a-SM-DNZZV",0.159029263618383,0.385471359463646,0,0.0696342826186471,0.385865094299324
"130","GTEX-11TTK-0011-R6b-SM-DNZZW",0.132272104359412,0.370630275205595,0,0.127258880417333,0.369838740017659
"131","GTEX-11TTK-0011-R7b-SM-DNZZZ",0.258750974569849,0.31968263982688,0,0.0858127630953261,0.335753622507945
"132","GTEX-11TTK-0011-R8b-SM-DO111",0,0.294162970251865,0,0.400259688101713,0.305577341646422
"133","GTEX-11TTK-2826-SM-5GU5K",0.441840813405046,0.233155026706557,0,0.00579317905042687,0.31921098083797
"134","GTEX-11TTK-2926-SM-5PNYP",0.12407834997545,0.435371353282544,0,0.0485862835525087,0.391964013189497
"135","GTEX-11TUW-0011-R10a-SM-DO924",0,0.330112752297401,0,0.246122635560823,0.423764612141777
"136","GTEX-11TUW-0011-R1a-SM-DO92S",0,0.162613088999838,0,0.441122492850686,0.396264418149477
"137","GTEX-11TUW-0011-R2b-SM-DO92T",0,0.183144696109108,0.0460670543817231,0.320497934236396,0.450290315272773
"138","GTEX-11UD1-0011-R1b-SM-5BC7D",0,0.166240751034007,0,0.606300469484898,0.227458779481094
"139","GTEX-11UD1-0011-R2b-SM-5BC6O",0,0.224507796682654,0,0.544085213102553,0.231406990214793
"140","GTEX-11UD1-0011-R3a-SM-5BC6S",0.0436482731859275,0.718404772490945,0,0.0463395852683042,0.191607369054823
"141","GTEX-11UD1-0011-R5b-SM-5P9FP",0,0.497900755641459,0,0.160716184476803,0.341383059881738
"142","GTEX-11UD2-0011-R9b-SM-DO926",0,0,0,0.78280600759243,0.21719399240757
"143","GTEX-11WQC-0011-R10a-SM-57WCT",0.312072926448281,0.472381405199059,0,0.0223663568304947,0.193179311522165
"144","GTEX-11WQC-0011-R11b-SM-57WD6",0.611222030098481,0.0915195756227198,0,0.111770120127773,0.185488274151026
"145","GTEX-11WQC-0011-R1b-SM-DO932",0,0.038864790057933,0,0.635530172100953,0.325605037841114
"146","GTEX-11WQC-0011-R2a-SM-DO927",0,0.228406952399644,0,0.405945614683378,0.365647432916979
"147","GTEX-11WQC-0011-R3a-SM-DO11T",0.0492397966977883,0.627067602429853,0,0.0476185834871991,0.276074017385159
"148","GTEX-11WQC-0011-R5a-SM-5BC74",0,0.4952978991725,0,0.250281848957815,0.254420251869685
"149","GTEX-11WQC-0011-R6a-SM-5BC77",0.181737174805663,0.415099590251692,0,0.121179669511384,0.281983565431262
"150","GTEX-11WQC-0011-R7b-SM-5BC7A",0,0.347423761622213,0,0.3006268664715,0.351949371906287
"151","GTEX-11WQC-0011-R8b-SM-57WCH",0.210831448781873,0.114555582349672,0,0.400529083377752,0.274083885490703
"152","GTEX-11WQK-0011-R10a-SM-5BC6R",0.352482937626789,0.294275298511185,0.0104592401146277,0.0178984208450871,0.324884102902311
"153","GTEX-11WQK-0011-R3b-SM-DO93K",0.167040192498326,0.332028234110537,0.00216238396556131,0.0720346716223388,0.426734517803237
"154","GTEX-11WQK-0011-R8a-SM-5BC7C",0.16259206116133,0.207348399286627,0,0.122841950271193,0.507217589280851
"155","GTEX-11WQK-0011-R9b-SM-5BC6N",0,0.0153410179081403,0.00143850647203314,0.705181564496266,0.278038911123561
"156","GTEX-11WQK-3026-SM-5EQL6",0.300598153467491,0.284233637701469,0.0127734361828197,0.0314238709560726,0.370970901692148
"157","GTEX-11ZTS-0011-R10a-SM-DO93S",0.383056870289961,0.326177924906508,0,0.0808650765121586,0.209900128291372
"158","GTEX-11ZTS-0011-R11a-SM-DO113",0.640336484660812,0.158602951426243,0,0.0272177859761453,0.173842777936799
"159","GTEX-11ZTS-0011-R1a-SM-5BC71",0,0.165413064778787,0,0.59843689657366,0.236150038647552
"160","GTEX-11ZTS-0011-R2b-SM-5BC75",0,0.135979312568931,0,0.658464369854438,0.205556317576631
"161","GTEX-11ZTS-0011-R3a-SM-5BC78",0.109798518321689,0.633824072958317,0,0.0429882975324595,0.213389111187534
"162","GTEX-11ZTS-0011-R8a-SM-57WDI",0.24417421299622,0.249573926085044,0,0.165008707672362,0.341243153246374
"163","GTEX-11ZTS-0011-R9b-SM-DO93Q",0,0.0176739417286978,0,0.811697020778351,0.170629037492951
"164","GTEX-11ZTS-3226-SM-5EGID",0.514799709261432,0.168411000017253,0,0.0177348666000711,0.299054424121244
"165","GTEX-11ZU8-0011-R4a-SM-5BC6Y",0.0630114356338404,0.501765422059167,0,0.193697022166528,0.241526120140465
"166","GTEX-11ZUS-0011-R11b-SM-5BC7B",0.807840261320876,0,0,0.072124686900579,0.120035051778544
"167","GTEX-11ZUS-0011-R8a-SM-5BC73",0.660167088597823,0,0.00289613038826753,0.17409594038758,0.162840840626329
"168","GTEX-11ZUS-0011-R9b-SM-5BC76",0,0,0,0.830382439492864,0.169617560507136
"169","GTEX-11ZUS-2826-SM-5EQKW",0.720308247631735,0.0463086325220299,0,0.102182839506648,0.131200280339587
"170","GTEX-11ZUS-2926-SM-5FQSL",0.754741774902381,0.0448139309746427,0,0.0298253331572477,0.170618960965729
"171","GTEX-11ZVC-0011-R1b-SM-5BC6M",0,0.321417311813627,0,0.430686652871247,0.247896035315125
"172","GTEX-11ZVC-0011-R3a-SM-5BC6V",0.0582147189399615,0.432004932187289,0,0.213886035805439,0.295894313067311
"173","GTEX-11ZVC-0011-R4a-SM-5BC6Z",0,0.447318118067149,0,0.327535044239734,0.225146837693117
"174","GTEX-11ZVC-0011-R9a-SM-57WC5",0,0.0274908543261014,0,0.798679091189365,0.173830054484534
"175","GTEX-11ZVC-3026-SM-59HJM",0.648741554709957,0.167951840990788,0,0.0223861797720995,0.160920424527155
"176","GTEX-12126-0011-R10b-SM-5BC6T",0.649305881815795,0.239065644073308,0,0,0.111628474110897
"177","GTEX-12126-0011-R11a-SM-5BC6X",0.677900142799913,0.069880962930916,0,0.122592240591323,0.129626653677848
"178","GTEX-12126-0011-R9b-SM-5BC6P",0,0.00438251074124441,0.0157388233231882,0.827927838888642,0.151950827046925
"179","GTEX-12126-0926-SM-5FQTW",0.59637833687141,0.128415729052279,0,0.113015433589781,0.16219050048653
"180","GTEX-12126-1026-SM-5P9JJ",0.617165583713948,0.145928242219086,0,0.00644968585580792,0.230456488211158
"181","GTEX-1212Z-0011-R1b-SM-5BC72",0,0.19375613319991,0,0.554011264489696,0.252232602310394
"182","GTEX-12584-0011-R6a-SM-5NQ7C",0,0.598376408017126,0,0.0333301466816548,0.368293445301219
"183","GTEX-1269C-3126-SM-5EGI6",0.380811173626136,0.268450648243187,0,0,0.350738178130677
"184","GTEX-12WSA-0011-R10b-SM-5P9ET",0.0500593468136709,0.378075687210371,0,0.236952373955246,0.334912592020711
"185","GTEX-12WSA-0011-R2a-SM-57WDK",0,0.243830522163748,0.0491084503145481,0.400642264170575,0.306418763351129
"186","GTEX-12WSA-0011-R4a-SM-57WB7",0,0.289141340314987,0,0.445428885074698,0.265429774610315
"187","GTEX-12WSA-0011-R5b-SM-5GU5I",0,0.257679701808794,0,0.499388300187376,0.242931998003829
"188","GTEX-12WSA-0011-R7b-SM-5GU5U",0.0527322094531303,0.394593790423581,0,0.235020098564632,0.317653901558657
"189","GTEX-12WSA-0011-R8a-SM-5P9EX",0.0352214522920123,0.110043068708985,0,0.469213254679142,0.385522224319861
"190","GTEX-12WSA-2926-SM-5EQ4D",0.00327809779284394,0.415612324525356,0,0.223076424032068,0.358033153649732
"191","GTEX-12WSC-0011-R10a-SM-5GU57",0.812887298140642,0,0,0.0108795529522882,0.17623314890707
"192","GTEX-12WSC-0011-R11a-SM-5GU5J",0.823296862562169,0,0,0.049404020442997,0.127299116994834
"193","GTEX-12WSC-0011-R3a-SM-5P9F1",0.741067005723519,0.0567946641530452,0,0.00164117720249288,0.200497152920943
"194","GTEX-12WSC-0011-R5b-SM-5CVNS",0.498848834302363,0.178551280491604,0,0.0909746366892001,0.231625248516833
"195","GTEX-12WSC-0011-R6b-SM-5LU99",0.570392831999525,0.135590981618137,0,0.0737658308883698,0.220250355493968
"196","GTEX-12WSC-0011-R7b-SM-5LU9L",0.376144458026637,0.184167459097391,0,0.232505109393777,0.207182973482196
"197","GTEX-12WSC-0011-R9a-SM-5GU4U",0,0.0785033136496831,0,0.659637036020334,0.261859650329983
"198","GTEX-12WSC-2926-SM-5BC5Z",0.768542337260639,0,0,0.0983472465647925,0.133110416174569
"199","GTEX-12WSC-3026-SM-5GCNF",0.632695643085165,0.124023390038814,0,0.0186433284663754,0.224637638409646
"200","GTEX-12WSD-0011-R11a-SM-9OSVC",0.719689424069426,0.0498995930879863,0,0.0556577687330664,0.174753214109521
"201","GTEX-12WSD-0011-R1b-SM-5LZVY",0.386795753943736,0.100626366226818,0,0.277898914383956,0.23467896544549
"202","GTEX-12WSD-0011-R2a-SM-5LZWB",0,0.182215602617407,0,0.406515855214428,0.411268542168165
"203","GTEX-12WSD-0011-R3b-SM-5LZWN",0.241814876083732,0.351914992182498,0,0.142537577240974,0.263732554492796
"204","GTEX-12WSD-0011-R4b-SM-5LZUA",0.202406629136295,0.365536275271743,0,0.198063793790987,0.233993301800976
"205","GTEX-12WSD-0011-R5b-SM-5CVNG",0.233993682012543,0.351896934956347,0,0.139715147559515,0.274394235471596
"206","GTEX-12WSD-0011-R6b-SM-5P9JU",0.583136100035466,0.065406643988689,0.00149979228321966,0.0337291068791044,0.316228356813521
"207","GTEX-12WSD-0011-R7b-SM-5PNWE",0.251892511388766,0.360016714983379,0,0.124650315652889,0.263440457974966
"208","GTEX-12WSD-0011-R9a-SM-5GU6W",0.082140679755058,0.0112881093959244,0.0710056559237123,0.55384583949482,0.281719715430485
"209","GTEX-12WSD-3026-SM-5LZU7",0.520503344381377,0.224188375168235,0,0.0906088181323818,0.164699462318006
"210","GTEX-12WSD-3126-SM-5HL7P",0.224636200357701,0.449102812445876,0,0.0421914018710341,0.284069585325389
"211","GTEX-12WSE-0011-R10b-SM-5P9JV",0.891038113398216,0,0,0,0.108961886601784
"212","GTEX-12WSE-0011-R11b-SM-5P9JW",0.839355478636757,0.000133524603772089,0,0.0218284673478697,0.138682529411601
"213","GTEX-12WSE-0011-R1b-SM-5GU4V",0.638073203390676,0.070597183412814,0,0.109503798052029,0.181825815144481
"214","GTEX-12WSE-0011-R6b-SM-5LZV5",0.43487467771518,0.21902284651762,0,0.0849828477906305,0.261119627976569
"215","GTEX-12WSE-0011-R7a-SM-5PNWF",0.00627960137107344,0.242450738318997,0,0.380016916870814,0.371252743439116
"216","GTEX-12WSE-2926-SM-5RQJ9",0.803271398139098,0.00980377773017425,6.12349332457313e-05,0.0211419704769268,0.165721618720555
"217","GTEX-12WSF-0011-R10a-SM-5LZVH",0.735452898303246,0.0516218355316851,0,0.0333936072366362,0.179531658928433
"218","GTEX-12WSF-0011-R11a-SM-5LZVT",0.766104846251776,0.0482162913591391,0.000122337159203399,0.030504581559338,0.155051943670543
"219","GTEX-12WSF-0011-R1a-SM-5DUVI",0.429394189713842,0.00504668576423888,0,0.32966708583288,0.235892038689039
"220","GTEX-12WSF-0011-R2a-SM-5DUVU",0.0545661147697819,0.147385007752606,0,0.305396859326219,0.492652018151393
