"Structure","Cell Type","DonorID","Regions","Structure Acroynm","Age Interval","Major Cell Type","nCount","nFeature"
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",4880,2330
"GE","GE-RG-1","510_donorID","Cortex","GE","13-15pcw","Radial glia",5194,2795
"GE","GE-CycPro","510_donorID","Cortex","GE","13-15pcw","Cycling progenitor cell",9230,4007
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",5619,2451
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",3616,1905
"GE","GE-InN-5","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",5501,2491
"GE","GE-RG-3","510_donorID","Cortex","GE","13-15pcw","Radial glia",10052,4080
"GE","GE-InN-2","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",5419,2392
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",5089,2327
"GE","GE-InN-2","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",1460,992
"GE","GE-InN-3","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",5971,2759
"GE","GE-InN-3","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",5513,2664
"GE","GE-InN-4","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",4255,2001
"GE","GE-InN-5","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",6764,3082
"GE","GE-InN-5","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",4477,2285
"GE","GE-InN-2","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",2596,1422
"GE","GE-CycPro","510_donorID","Cortex","GE","13-15pcw","Cycling progenitor cell",3907,2391
"GE","GE-InN-5","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",3260,2003
"GE","GE-InN-3","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",2764,1659
"GE","GE-InN-2","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",1877,1068
"GE","GE-InN-7","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",10943,4063
"GE","GE-RG-1","510_donorID","Cortex","GE","13-15pcw","Radial glia",9383,3723
"GE","GE-InN-4","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",6563,2794
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",4427,2137
"GE","GE-InN-2","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",10606,3661
"GE","GE-InN-2","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",4239,2151
"GE","GE-InN-7","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",8680,3311
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",7726,3289
"GE","GE-InN-4","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",3877,1813
"GE","GE-InN-2","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",4643,2116
"GE","GE-InN-5","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",4260,2277
"GE","GE-InN-7","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",4803,2361
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",2503,1523
"GE","GE-RG-1","510_donorID","Cortex","GE","13-15pcw","Radial glia",4983,2708
"GE","GE-InN-3","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",3448,1969
"GE","GE-RG-1","510_donorID","Cortex","GE","13-15pcw","Radial glia",5155,2723
"GE","GE-RG-1","510_donorID","Cortex","GE","13-15pcw","Radial glia",2814,1841
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",2973,1671
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",12429,4251
"GE","GE-InN-6","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",3933,2099
"GE","GE-InN-4","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",2837,1472
"GE","GE-InN-2","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",3190,1736
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",7737,3333
"GE","GE-InN-4","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",4943,2181
"GE","GE-InN-2","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",3375,1851
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",2772,1486
"GE","GE-InN-2","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",2305,1399
"GE","GE-InN-5","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",4382,2120
"GE","GE-CycPro","510_donorID","Cortex","GE","13-15pcw","Cycling progenitor cell",5269,2588
"GE","GE-InN-6","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",5386,2449
"GE","GE-InN-4","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",6845,2491
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",8291,3094
"GE","GE-InN-5","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",5114,2557
"GE","GE-CycPro","510_donorID","Cortex","GE","13-15pcw","Cycling progenitor cell",3314,1877
"GE","GE-RG-1","510_donorID","Cortex","GE","13-15pcw","Radial glia",3445,2055
"GE","GE-InN-5","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",5954,2565
"GE","GE-InN-5","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",4290,2106
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",4355,2151
"GE","GE-InN-6","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",4421,2156
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",2983,1656
"GE","GE-InN-2","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",3138,1870
"GE","GE-InN-4","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",2901,1742
"GE","GE-InN-3","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",3010,1806
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",3045,1696
"GE","GE-RG-1","510_donorID","Cortex","GE","13-15pcw","Radial glia",4716,2567
"GE","GE-InN-4","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",3271,1823
"GE","GE-InN-5","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",2893,1650
"GE","GE-InN-2","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",3032,1771
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",3820,1964
"GE","GE-InN-4","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",2271,1370
"GE","GE-InN-3","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",3446,1891
"GE","GE-InN-2","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",3105,1686
"GE","GE-InN-3","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",5992,2653
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",5775,2643
"GE","GE-InN-2","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",5992,2470
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",2314,1372
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",7113,2831
"GE","GE-InN-4","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",3754,1914
"GE","GE-InN-3","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",4332,2117
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",2912,1668
"GE","GE-InN-5","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",3670,1884
"GE","GE-InN-2","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",1714,1053
"GE","GE-InN-7","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",7476,3524
"GE","GE-InN-2","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",2909,1654
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",2149,1392
"GE","GE-InN-5","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",5037,2544
"GE","GE-RG-1","510_donorID","Cortex","GE","13-15pcw","Radial glia",3359,1815
"GE","GE-RG-1","510_donorID","Cortex","GE","13-15pcw","Radial glia",4911,2598
"GE","GE-InN-2","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",2115,1273
"GE","GE-InN-4","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",4238,1989
"GE","GE-InN-5","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",3488,1971
"GE","GE-InN-3","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",3022,1740
"GE","GE-InN-2","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",7792,2974
"GE","GE-RG-1","510_donorID","Cortex","GE","13-15pcw","Radial glia",3041,1721
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",2713,1656
"GE","GE-RG-1","510_donorID","Cortex","GE","13-15pcw","Radial glia",5539,3014
"GE","GE-InN-5","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",3108,1754
"GE","GE-RG-1","510_donorID","Cortex","GE","13-15pcw","Radial glia",4681,2571
"GE","GE-InN-5","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",3430,1918
"GE","GE-InN-2","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",3641,1867
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",3777,2043
"GE","GE-InN-5","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",7498,3338
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",4730,2481
"GE","GE-InN-6","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",5076,2401
"GE","GE-RG-1","510_donorID","Cortex","GE","13-15pcw","Radial glia",4149,2271
"GE","GE-CycPro","510_donorID","Cortex","GE","13-15pcw","Cycling progenitor cell",4969,2370
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",4740,2250
"GE","GE-RG-1","510_donorID","Cortex","GE","13-15pcw","Radial glia",8471,3708
"GE","GE-InN-4","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",2306,1319
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",4290,2217
"GE","GE-InN-2","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",1730,1151
"GE","GE-RG-3","510_donorID","Cortex","GE","13-15pcw","Radial glia",5581,2697
"GE","GE-RG-1","510_donorID","Cortex","GE","13-15pcw","Radial glia",2872,1807
"GE","GE-InN-2","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",2309,1368
"GE","GE-InN-5","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",3785,2009
"GE","GE-CycPro","510_donorID","Cortex","GE","13-15pcw","Cycling progenitor cell",4035,2074
"GE","GE-InN-5","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",4815,2396
"GE","GE-InN-2","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",3805,1990
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",3730,2017
"GE","GE-RG-1","510_donorID","Cortex","GE","13-15pcw","Radial glia",5746,2926
"GE","GE-RG-3","510_donorID","Cortex","GE","13-15pcw","Radial glia",6441,3014
"GE","GE-InN-3","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",6244,2881
"GE","GE-InN-4","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",5588,2553
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",5102,2244
"GE","GE-InN-5","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",4128,2318
"GE","GE-InN-2","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",6053,2622
"GE","GE-InN-3","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",5313,2441
"GE","GE-CycPro","510_donorID","Cortex","GE","13-15pcw","Cycling progenitor cell",3237,1944
"GE","GE-InN-2","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",6548,2458
"GE","GE-InN-2","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",4527,2009
"GE","GE-CycPro","510_donorID","Cortex","GE","13-15pcw","Cycling progenitor cell",5030,2465
"GE","GE-InN-4","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",4540,2172
"GE","GE-CycPro","510_donorID","Cortex","GE","13-15pcw","Cycling progenitor cell",7028,3372
"GE","GE-InN-4","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",10825,4215
"GE","GE-InN-2","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",2743,1568
"GE","GE-InN-2","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",2778,1682
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",3582,1918
"GE","GE-InN-6","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",5568,2474
"GE","GE-InN-3","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",5842,2483
"GE","GE-CycPro","510_donorID","Cortex","GE","13-15pcw","Cycling progenitor cell",4246,2301
"GE","GE-InN-2","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",2928,1571
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",2639,1532
"GE","GE-RG-1","510_donorID","Cortex","GE","13-15pcw","Radial glia",4560,2532
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",3967,2125
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",5716,2372
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",3610,1881
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",3147,1645
"GE","GE-InN-5","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",8124,3108
"GE","GE-RG-1","510_donorID","Cortex","GE","13-15pcw","Radial glia",4334,2393
"GE","GE-RG-1","510_donorID","Cortex","GE","13-15pcw","Radial glia",6529,2838
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",7309,2955
"GE","GE-InN-2","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",3496,1656
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",2426,1385
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",5407,2263
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",3501,1901
"GE","GE-CycPro","510_donorID","Cortex","GE","13-15pcw","Cycling progenitor cell",5973,3094
"GE","GE-CycPro","510_donorID","Cortex","GE","13-15pcw","Cycling progenitor cell",3916,2249
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",5151,2296
"GE","GE-CycPro","510_donorID","Cortex","GE","13-15pcw","Cycling progenitor cell",5589,2681
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",4323,2238
"GE","GE-InN-2","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",2719,1604
"GE","GE-InN-2","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",2993,1693
"GE","GE-RG-1","510_donorID","Cortex","GE","13-15pcw","Radial glia",3263,1913
"GE","GE-CycPro","510_donorID","Cortex","GE","13-15pcw","Cycling progenitor cell",6029,2930
"GE","GE-CycPro","510_donorID","Cortex","GE","13-15pcw","Cycling progenitor cell",4784,2637
"GE","GE-InN-3","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",4600,2421
"GE","GE-CycPro","510_donorID","Cortex","GE","13-15pcw","Cycling progenitor cell",4943,2458
"GE","GE-InN-5","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",4460,2312
"GE","GE-InN-3","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",8663,3153
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",2457,1460
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",5252,2357
"GE","GE-InN-3","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",4020,2129
"GE","GE-InN-5","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",6991,3106
"GE","GE-InN-5","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",3592,1920
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",4032,2028
"GE","GE-InN-2","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",2073,1221
"GE","GE-InN-4","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",6474,2797
"GE","GE-InN-5","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",5017,2284
"GE","GE-RG-1","510_donorID","Cortex","GE","13-15pcw","Radial glia",8186,3779
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",4936,2415
"GE","GE-RG-1","510_donorID","Cortex","GE","13-15pcw","Radial glia",4460,2264
"GE","GE-RG-1","510_donorID","Cortex","GE","13-15pcw","Radial glia",6081,3192
"GE","GE-CycPro","510_donorID","Cortex","GE","13-15pcw","Cycling progenitor cell",3607,1837
"GE","GE-InN-5","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",5328,2430
"GE","GE-InN-5","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",5980,2587
"GE","GE-RG-1","510_donorID","Cortex","GE","13-15pcw","Radial glia",7081,3116
"GE","GE-RG-1","510_donorID","Cortex","GE","13-15pcw","Radial glia",9773,4315
"GE","GE-InN-4","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",3999,2078
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",3402,1831
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",5829,2362
"GE","GE-InN-2","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",7844,2976
"GE","GE-InN-6","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",6043,2498
"GE","GE-RG-1","510_donorID","Cortex","GE","13-15pcw","Radial glia",7440,3199
"GE","GE-InN-2","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",7676,3186
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",4422,2061
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",4086,2113
"GE","GE-InN-5","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",5500,2524
"GE","GE-InN-4","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",4066,2182
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",4373,2221
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",4499,1942
"GE","GE-CycPro","510_donorID","Cortex","GE","13-15pcw","Cycling progenitor cell",5284,2877
"GE","GE-RG-1","510_donorID","Cortex","GE","13-15pcw","Radial glia",4576,2616
"GE","GE-InN-2","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",5697,2531
"GE","GE-InN-6","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",3232,1760
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",2607,1462
"GE","GE-InN-3","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",3414,1983
"GE","GE-InN-6","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",7525,3096
"GE","GE-InN-4","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",5222,2417
"GE","GE-InN-4","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",4334,2090
"GE","GE-InN-3","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",4860,2168
"GE","GE-InN-2","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",4379,1945
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",5946,2480
"GE","GE-InN-4","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",5824,2684
"GE","GE-InN-2","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",2923,1567
"GE","GE-InN-3","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",7845,3201
"GE","GE-InN-5","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",11944,4266
"GE","GE-RG-3","510_donorID","Cortex","GE","13-15pcw","Radial glia",8295,3531
"GE","GE-InN-2","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",3520,1725
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",8850,3420
"GE","GE-CycPro","510_donorID","Cortex","GE","13-15pcw","Cycling progenitor cell",8692,3403
"GE","GE-CycPro","510_donorID","Cortex","GE","13-15pcw","Cycling progenitor cell",2405,1524
"GE","GE-InN-2","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",6249,2958
"GE","GE-InN-2","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",2128,1222
"GE","GE-CycPro","510_donorID","Cortex","GE","13-15pcw","Cycling progenitor cell",5323,2522
"GE","GE-RG-3","510_donorID","Cortex","GE","13-15pcw","Radial glia",6962,3059
"GE","GE-InN-3","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",3044,1764
"GE","GE-InN-5","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",4425,2346
"GE","GE-InN-5","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",5938,2577
"GE","GE-InN-3","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",4685,2190
"GE","GE-InN-3","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",4633,2162
"GE","GE-InN-3","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",10747,3556
"GE","GE-InN-3","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",6791,2944
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",2640,1509
"GE","GE-RG-1","510_donorID","Cortex","GE","13-15pcw","Radial glia",9283,3607
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",6504,2670
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",2914,1722
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",2359,1372
"GE","GE-InN-5","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",6658,2884
"GE","GE-InN-2","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",3617,1863
"GE","GE-InN-2","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",5369,2411
"GE","GE-InN-4","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",10010,3841
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",3153,1786
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",3114,1605
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",5173,2515
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",4383,2393
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",4532,2203
"GE","GE-InN-5","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",6266,2872
"GE","GE-InN-4","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",4856,2389
"GE","GE-InN-4","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",3096,1800
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",7843,2682
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",4925,2256
"GE","GE-InN-2","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",3203,1670
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",5309,2503
"GE","GE-CycPro","510_donorID","Cortex","GE","13-15pcw","Cycling progenitor cell",5068,2527
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",3813,2039
"GE","GE-CycPro","510_donorID","Cortex","GE","13-15pcw","Cycling progenitor cell",5627,2807
"GE","GE-InN-4","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",3715,1951
"GE","GE-InN-2","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",4557,2119
"GE","GE-RG-1","510_donorID","Cortex","GE","13-15pcw","Radial glia",8185,3879
"GE","GE-RG-1","510_donorID","Cortex","GE","13-15pcw","Radial glia",5836,2648
"GE","GE-InN-2","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",5301,2450
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",8028,3426
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",10158,3194
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",6710,2591
"GE","GE-InN-5","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",7666,2608
"GE","GE-RG-1","510_donorID","Cortex","GE","13-15pcw","Radial glia",8609,3292
"GE","GE-InN-4","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",3483,1853
"GE","GE-InN-4","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",4257,2073
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",10737,3878
"GE","GE-InN-2","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",9626,3754
"GE","GE-InN-7","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",7586,2876
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",4765,2297
"GE","GE-RG-1","510_donorID","Cortex","GE","13-15pcw","Radial glia",3410,1984
"GE","GE-InN-5","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",5047,2273
"GE","GE-InN-2","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",3447,1677
"GE","GE-InN-4","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",4025,1950
"GE","GE-InN-1","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",6344,2585
"GE","GE-InN-2","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",4181,1986
"GE","GE-CycPro","510_donorID","Cortex","GE","13-15pcw","Cycling progenitor cell",7916,3492
"GE","GE-InN-2","510_donorID","Cortex","GE","13-15pcw","Inhibitory Neurons",3720,1993
"GE","GE-CycPro","510_donorID","Cortex","GE","13-15pcw","Cycling progenitor cell",3145,1826
"GE","GE-RG-1","510_donorID","Cortex","GE","13-15pcw","Radial glia",6720,3091
