"","DonorID","`Proportion of Neurons (MultiBrain)`","Regions","`Proportion of Astrocytes (MultiBrain)`","`Proportion of Endothelia (MultiBrain)`","Period","`Proportion of Oligodendrocytes (MultiBrain)`","`PMI (hours)`","`Age (Numeric)`","RIN","pH","`Dissection Score`","Sex","Residuals"
"ENSG00000067191",0.119471845050989,0.185544544114096,0.341762414941867,0.0477531323985725,0.0176626731530716,0.0679364772397663,0.0254078835668765,0.00120837731217742,0.00349684942398679,0.000731668922678284,4.11065025902804e-09,2.97308840082999e-07,1.08479784767859e-11,0.189023832445581
"ENSG00000067208",0.309380250729344,0.212177310632982,0.00782864631827994,0.0293176739149021,0.0442590811649947,0,0.00894812848954881,0.00601138230427914,0.0136350185006396,0.00366132444718419,0.00196024383409364,5.97009427321666e-05,9.4068879370179e-09,0.362761229314132
"ENSG00000067221",0.205399582318143,0.082706033042948,0.265975210128508,0.021538714923115,0.0209347240606995,0.106194890662424,0.0114989368945885,0.000174697705232719,3.80792014068248e-05,1.30516819524109e-07,0.000115791843462539,4.95907105478681e-05,1.39860757209126e-11,0.285373617978119
"ENSG00000067225",0.178685430266085,0.0840342447776861,0.00289159069805808,0.0196232264595796,0.0427016104828333,0.519338480979277,0.00995257365551106,3.98862950001469e-05,0.00330375678379574,0.000728693647543623,0.000103955291970854,1.35477100728493e-06,6.61109914348073e-12,0.138595195885041
"ENSG00000067248",0.152799995229407,0.0725411129932283,0.0883378646963344,0.0269803264893113,0.0282071462752096,0.46700542954356,0.0142656501169916,1.99028353529079e-05,1.32981379204028e-05,4.85216678746801e-05,1.01085591278962e-07,3.43371816585521e-06,6.42304915680958e-10,0.149777216568748
"ENSG00000067334",0.432480752101736,0.195767286250121,0,0.0834051867774974,0.0525756004040823,0,0.0485011674780068,1.69747560156312e-05,0.00370938098468497,8.65402674320667e-06,0.00101845418892119,2.84667225588034e-05,6.77155570624273e-12,0.182488076302862
"ENSG00000067365",0.285331549527297,0.105053152984924,0.239557316898345,0.0662060091077834,0.00276669589152518,1.59269051815074e-08,0.0567943111438896,0.00153265065657503,0.0218320784953488,0.00234546410547613,0.00101653781668851,6.49167074715852e-05,1.47047885696078e-10,0.217499300590724
"ENSG00000067369",0.227410196549662,0.110937571113796,0.0213789765779462,0.083031470950917,0.0902337089560791,0.261779728214677,0.0383117751456192,0.0161304913423358,0.00240263678433534,0.00314580279292573,0.00190325740508262,0.00033235413562331,3.61431106526145e-10,0.14300202966957
"ENSG00000067445",0.23879280397211,0.0905562555769256,0.0213070835269601,0.119437408440738,0.0941521834093245,0.27001118629964,0.0555885812654518,0.0092434378324497,0.00420241976103569,3.25779375999251e-05,0.00015398398224247,6.10128232155228e-05,3.79730245654753e-10,0.0964610647925757
"ENSG00000067533",0.435302746043274,0.195168247179218,0,0.0704021173191781,0.0580664022388621,0,0.0488460400939327,1.63734521535849e-05,0.000891277404357369,7.89628647451046e-07,0.000595564915104406,9.35709116300897e-06,8.50155050018133e-12,0.190701084625608
"ENSG00000067560",0.258373519951138,0.216045745946409,0,0.0131400150003506,0.0935422763643973,0.100165847000894,0.0110826876624455,0.0642399235932441,0.0163220960138976,1.4272290276798e-07,0.0144071712754594,0.00161427783872414,1.13441621570679e-09,0.211066295495722
"ENSG00000067596",0.158797559367001,0.189238501974998,0.0235055107451854,0.0963576249153275,0.049334503126303,0.18363610516389,0.0477917750063051,0.0159548974663739,0.00626509465295098,0.00558542961902455,0.00336532485934895,8.22915924921358e-07,6.82894666157086e-13,0.220166850186683
"ENSG00000067601",0.26850574045362,0.205887838168353,0,0.0664908637363569,0.0603696750790773,0,0.0291088894712502,0.00275228779832788,0.000106508707699292,0.000249471099254329,0.00198565253142102,2.59450122878973e-05,2.04736910111252e-09,0.364517125894983
"ENSG00000067606",0.166212919839234,0.130306941601411,0.00120243211628676,0.0267252874981569,0.0238331482066668,0.509874732245001,0.0201947306051352,2.32202161677647e-05,0.000131276130593108,0.000112426337939947,2.39439879545354e-05,1.16709638554604e-05,7.43386489041519e-12,0.121347270244163
"ENSG00000067646",0.901550979906416,0.0217795474266966,0.0154717021417405,0.00549731388550127,0.00262076444368969,0,0.00502743801986627,0.000435316844088124,0.000109790527971269,0.000120462715612022,3.42163378930617e-05,5.10122052848357e-06,6.93839288840322e-11,0.0473473664606129
"ENSG00000067704",0.355834536192133,0.0734880365697305,0.086606851317371,0.0221912094636986,0.0217564359420627,0,0.021501766468782,0.000412795619731389,0.001346130007645,0.000264832048619724,0.00134650248081401,6.9426914558667e-06,1.47436039107213e-09,0.415243959723596
"ENSG00000067715",0.119829740609361,0.0893690327818018,0.00857179973409693,0.146533635944082,0.226096077036484,0.175749211864362,0.115170488460058,0.000182868867185393,0.0233248957987213,8.95897123765173e-05,0.00134376261483997,3.23216120917462e-05,9.42913621362614e-12,0.0937065749551105
"ENSG00000067798",0.110035589646757,0.0184305430742708,0.0292511200436802,0.0308621642547658,0.376284148056252,0.154107443863018,0.0362412607478423,0.0232408695137407,0.0425428669395658,0.00049348553189584,0.00141891514707305,3.00769698804138e-05,4.93324246884518e-10,0.177061515717935
"ENSG00000067829",0.439480647081638,0.107889020597042,0.0110040514551058,0.0207333854059496,0.0399297348547875,1.63896755091509e-11,0.0179971642958184,0.000571871120175557,0.00107240750525605,0.00152249913431677,2.14834962902012e-06,4.96792502144918e-06,2.13544905337728e-10,0.359792102045326
"ENSG00000067836",0.255025786596391,0.0832031256369396,0.0674707508889338,0.021037541538472,0.0237426718474939,0.200388042901892,0.0212785688432488,0.000210527690074215,9.48186996443214e-08,1.09411815159938e-05,1.09747777241173e-05,3.55888400445864e-09,5.03392302229369e-11,0.327620969669392
"ENSG00000067840",0.141634554746428,0.123643344062643,0.0653774039837802,0.0414850221831278,0.0267400300388261,0,0.0218464995174241,2.25590632532434e-05,0.000142699489334948,7.84485728071336e-06,2.75776405830004e-05,1.56368605447241e-06,1.10304973693972e-12,0.579070900730162
"ENSG00000067842",0.0857265851929288,0.341727547700543,0.0566161343262101,0.0625186490568196,0.0377937626803876,0.186661628711756,0.0604217149112666,0.00100945755845703,0.0155470430134959,0.00368080706193777,4.34609030669742e-07,8.87338843768858e-05,1.39439669226605e-11,0.148207501278846
"ENSG00000067900",0.109592422224005,0.154921208819404,0.0917469660228495,0.0387170818245668,0.0354129215971819,0.319882539045871,0.026533762315153,7.80332911933346e-05,0.000143791556049329,0.000181780283111905,0.000103412518732198,3.05815757897163e-07,5.74717400223758e-11,0.222685774628652
"ENSG00000067955",0.164737947745084,0.143659889701407,0.0193485100999714,0.0439261743151373,0.0343504465874666,0.266748064298816,0.0262015061221992,4.9109733421004e-05,0.00042222378322462,2.9130193716358e-05,5.6274785112811e-05,1.12308396927035e-06,1.77784849221797e-09,0.300469597772626
"ENSG00000067992",0.197595742896299,0.087267253112367,0.15931729543653,0.00148018156585609,0.0426661821670987,0.346677210012728,0.000277451445194983,0.00327791756456847,0.0250075458313269,0.00652983863451099,1.19221740029955e-05,8.29111201485699e-06,1.07157250224238e-11,0.129883168036786
"ENSG00000068001",0.249298087312292,0.154115366213604,0,0.0697927818476858,0.254132899463986,0,0.0538651271438059,0.0506073444120888,0.058253737993787,0.000248955330418011,0.000496000592586638,7.14556136713638e-05,2.61679114004812e-10,0.109118243814395
"ENSG00000068024",0.384175520769819,0.190589843370188,0.0128947863365405,0.0371799750790714,0.0321057430421566,2.65955368056528e-10,0.0247676088084835,0.00123638376279383,0.00046888065478021,0.000338703247463166,4.12333029754517e-05,1.45238808544887e-05,1.74340318525402e-10,0.316186797304578
"ENSG00000068028",0.171659716448343,0.0591852016489008,0.335160658611326,0.0199607523705695,0.029369276579472,0.221934207613554,0.0179404089233819,0.000387883433755052,2.01533768009438e-05,8.46677601308027e-05,0.000202919766691082,6.69125541604952e-06,7.63686416960101e-12,0.144087462204022
"ENSG00000068078",0.123603066802964,0.184092485957623,0.229599479012956,0.02712027041155,0.0298671661396013,0.138184150939468,0.0512172097842896,0.00143634645215176,0.00110283331425121,7.0972242885487e-05,0.000376368782365426,7.41555704451374e-06,1.23805217773646e-11,0.213322234590469
"ENSG00000068079",0.497373779832368,0.0060897223796134,0,0.0973527679656224,0.0951105992678583,0.178143065523055,0.0142023585880076,0.0578894003098714,0.000607381865854536,7.12023783303116e-07,0.000331265525037549,4.68678791326396e-05,3.77248335190071e-15,0.0528520788397922
"ENSG00000068097",0.19534404256236,0.100721407054225,0.0974283503358061,0.0353274926130102,0.0276902586315602,0.360369831710931,0.0201645076688767,0.00186360896067392,0.00193005356042512,0.000481558163712722,1.46746211662075e-05,1.31708368197624e-07,8.0476240223721e-10,0.158664081604121
"ENSG00000068120",0.186345384013976,0.0954796922222849,0,0.0271079841949897,0.0471919290108945,0.411040678084726,0.0143029411284919,0.000207184245305035,0.00171204492201469,0.000272450418170961,0.000232302533672201,1.20806929553783e-05,3.81263082048384e-12,0.216095328528706
"ENSG00000068137",0.105576677337162,0.0415609926253144,0.422669974376984,0.00742328992890153,0.0632237775565401,0.17000835314868,0.00358692388401395,3.825244622568e-05,0.000835242749867517,7.77891816067364e-05,0.00199840758447177,7.19467427266972e-05,4.37675358847627e-12,0.182928372433129
"ENSG00000068305",0.110843875107044,0.385424002544228,0.013166109559439,0.0328003669764627,0.0344421440057966,0.21511562474966,0.0358682223204595,0.00197819139082096,0.000591161067518408,0.000404235448144318,0.000869273196078757,0.000230369607105031,8.46235375715233e-12,0.16826642401878
"ENSG00000068308",0.259126868832528,0.0665309195031907,0.0203197054709397,0.0172048125561249,0.0159527039787327,0.359749031626557,0.00918145264673532,2.77437194361878e-05,0.000177320565680446,0.000372327993546025,2.41443377446126e-05,5.82143202246634e-06,1.27668290002944e-11,0.251327147323995
"ENSG00000068323",0.221235188737882,0.028908748785843,0.000781254684473097,0.0122433854872492,0.00778533156464803,0.587151393239678,0.00494304111618319,2.02513365725901e-05,0.000201338388532887,3.78479707810123e-05,3.7492594840235e-05,1.10029859889315e-06,5.12445590665617e-12,0.136653625789594
"ENSG00000068354",0.333533254389709,0.295932318308859,0.0265776385774561,0.0347170687167244,0.0377999312822404,3.2083505439386e-10,0.0222464610930667,0.0086163633407738,0.00972138128075887,0.00285552127196558,6.4507977697409e-05,4.08422304124096e-05,1.40940989287444e-11,0.227894711195407
"ENSG00000068366",0.15777656094421,0.492008008225918,0.0507346374974583,0.0273114079229792,3.55902759138663e-05,0,0.0119167793700447,0.00396095954847648,0.0487805099187426,0.000151810759407489,0.00760299600217917,0.000181544327757778,5.15388200629811e-18,0.199539195206913
"ENSG00000068383",0.0257320479559981,0.0471970654211117,0.391918845074966,0.0104637957129027,0.0140459811107573,0.22972731080621,0.0143077647039299,6.70011406078936e-07,0.000130025227498188,0.00107771250094615,2.05659107159969e-07,0.000161334350275826,1.20767086029867e-11,0.265237241452814
"ENSG00000068394",0.459323110966254,0.0722934510158375,0.000604856686841039,0.0148542913281113,0.049120570420676,0,0.0174600890151854,3.07274701387893e-05,0.00189274478290183,2.23518272299285e-05,6.66582443760687e-06,0.000194521369680559,1.39882480321518e-09,0.384196617893881
"ENSG00000068400",0.294507861986612,0.20941590916696,0.0472102246826547,0.0272412806729182,5.95930425899199e-06,7.06510045318334e-11,0.0722421554617604,5.84110462755417e-05,0.0489252061870324,0.0124543950694625,0.00230130514752972,0.00118368694338888,3.95635024862271e-12,0.28445360425654
"ENSG00000068438",0.311488926329141,0.120992518270828,0.073755048347603,0.0917793619288594,0.00982483213240573,0.11573171194121,0.0424503475065993,3.04339257453398e-05,0.00390927478840369,0.00607928539937931,0.00930702506414397,0.000476766244843768,9.89416953173362e-10,0.214174467131422
"ENSG00000068489",0.295265184132942,0.274484723744106,0.0123420375854562,0.0973213880254563,0.0282554408423228,0,0.07329389694057,0.00142240810976901,0.000176302657670972,0.000608998584147443,0.000211714095667747,4.55505298816172e-06,9.97496160044249e-10,0.216613349231408
"ENSG00000068615",0.0735980625371321,0.0379517895505108,0.152524485529594,0.106573240506607,0.140050076249871,0.327120718618748,0.0525562512394838,0.0019625055176426,0.00792029214444137,0.000140660312791902,0.0116804820128061,7.25103417647345e-05,1.90854611827476e-10,0.0878489252477534
"ENSG00000068650",0.239223503142708,0.216839724301814,0,0.0047577801964253,0.0602270672532243,0,0.0443380384085303,0.0495935832570672,0.0828328841363925,0.0347187882914444,0.00013219663338481,0.00027445803974067,4.29552623779603e-12,0.267061976334973
"ENSG00000068654",0.145714647541384,0.139471039279964,0,0.0571392349506888,0.0633617921586429,0.207969040509002,0.0331705003454085,0.0079787498153541,0.00596979942375823,0.00531140441325399,0.00519566319626164,0.000106629739357632,4.07664936014815e-10,0.32861149821926
"ENSG00000068697",0.226438432043213,0.371812565185185,0,0.0479133387787738,0.0154761690733561,0,0.0897356003110631,0.00394679676615686,0.000806163628175317,0.000144113037090697,0.00172040318358939,6.51579149864878e-05,3.05727830444824e-11,0.241941260047837
"ENSG00000068724",0.330106411885035,0.160130417639106,0.0573173602347294,0.0865905090195825,0.0934277045798534,0,0.0684949019997889,6.50682588959158e-05,0.00987534361684622,1.56540493276123e-05,0.000385691348537147,0.000470922420452447,1.32930896707263e-11,0.193120014934552
"ENSG00000068745",0.149107325946123,0.0704439067287021,0.261116131892297,0.0794143965183771,0.0146818046280196,0.287634959696266,0.0255276794774346,0.00032907924156363,0.00428410555776054,0.00115559336700818,6.46929419312646e-05,0.000211650984894657,5.96181727680252e-12,0.10602867301366
"ENSG00000068781",0.195504357642015,0.266343974263216,0.0983746231339254,0.100100522399478,0.0208750441765507,0,0.0804801361705672,0.000252870611781142,0.00104842942797047,0.00160405243581991,0.000951462867262079,9.00969806586356e-05,1.50950691877997e-09,0.23437442838125
"ENSG00000068784",0.250298807090319,0.100408752297776,0.023917165686141,0.0316390700128387,0.0177568623711149,0.384700865687957,0.0232503187703939,7.26367017755612e-05,3.81664951874298e-06,4.10324370078083e-06,7.75949488311644e-05,2.11148371328563e-07,3.34047419217396e-09,0.167869792050788
"ENSG00000068793",0.337500107580659,0.28760560410591,0.0544023300547332,0.0590980153618189,0.019185928635529,4.94323896441999e-13,0.0990107409079966,0.00252930644349618,0.000382028088437738,0.000143633449276532,0.00121762222572947,9.07849759568418e-06,5.02179369175181e-10,0.138915604146144
"ENSG00000068796",0.241646918558564,0.0935766918232985,0.0921433957623515,0.0384992219698986,0.046682449907989,0.342852971773977,0.0185421481990689,0.00115589200846589,0.000330728456216239,1.46116953229486e-05,0.000427478815242474,3.48319502082077e-07,2.33293405088986e-10,0.12412714247681
"ENSG00000068831",0.451960873789568,0.0723698837585197,0.119539822850149,0.0231851136113002,0.0173801763396391,0,0.0194439660008341,0.000130656181400087,0.000335587830879676,0.00010884572360357,4.69914747061292e-05,3.60306044131408e-06,1.26081789672788e-11,0.295494479366351
"ENSG00000068878",0.168724052874594,0.0978604201989476,0.0972600180102746,0.0443379697030255,0.0333592913251799,0.358628721177182,0.0130601273474255,0.000821525862033099,2.6980412251726e-05,0.0004124763473382,0.000352353550774493,5.79460962760535e-05,5.74623687237584e-10,0.185098116520073
"ENSG00000068885",0.176390363753933,0.102213074478936,0.206178628390376,0.0612295008405228,0.0360655918593538,5.79120168775692e-13,0.0313147761548299,0.00521620544471417,0.00677284365409416,8.88326820542704e-05,0.0014703914159765,5.6202514863706e-05,0.123783008146187,0.249220580663579
"ENSG00000068903",0.135281526866777,0.182223461083288,0.0105621901251755,0.101109916410933,0.0663581469120941,0.198457094863556,0.113039547831222,0.00164536628252099,0.00262481669332503,0.000354314169248369,3.10845157572516e-05,0.000339074311858755,6.23156977500534e-12,0.187973459928013
"ENSG00000068912",0.204043407220424,0.100064974421468,0.112080317599489,0.107444835150348,0.0149933006552954,0.20562712519112,0.0532439022988867,0.0354754940083507,0.0146752424703954,1.39712518691839e-05,0.00944331588049361,0.00017538985556906,5.22478345398642e-10,0.142718723473813
"ENSG00000068971",0.148742183604154,0.156732986897628,0.277180820313341,0.0385376423956645,0.0317167260422137,0.158044426295462,0.0288689931528677,1.35114210778561e-05,2.95254104217073e-07,0.000179128580494534,7.33646218897493e-07,1.34003890179934e-05,8.05781938273088e-12,0.159969151999697
"ENSG00000068976",0.0217935856083508,0.154525273362757,5.61296391035041e-05,0.272686774163951,0.04989877575756,0.365526095886423,0.0523380438141658,0.00311776858315223,0.000804091907141746,0.000526846277821836,9.77662229524673e-05,9.12112438761359e-06,2.71179149206736e-10,0.0786197273810547
"ENSG00000069020",0.208759851061567,0.11997687015631,0.127846265579523,0.0495989794562488,0.0233982092536169,0,0.0206029811739231,0.000112846081682681,0.000720612889068964,1.68328489299085e-05,1.22439332940272e-06,1.64548686166815e-05,9.29981559121184e-11,0.448948872144185
"ENSG00000069122",0.169205559215553,0.121720942940407,0.0882546889034386,0.0825867287218177,0.0472921455621016,0.253726711331157,0.0360490689566917,3.16690611108729e-05,0.00146222237335229,0.000173044225428526,7.511469013487e-05,7.55108695364983e-05,0.000696992435543963,0.198649600713727
"ENSG00000069188",0.375862325712077,0.051118965282758,0.146874687341186,0.0206784147764989,0.00929559481697294,0,0.0103795226040824,0.00107318990884231,0.00133400825045552,6.8836987628123e-05,0.000912136420718183,4.27351329474952e-05,4.74988876899516e-12,0.382359582761083
"ENSG00000069248",0.306953099341559,0.123068487293262,0,0.0470407114996208,0.0304003191786832,0.215690124272126,0.0282139131147764,0.000946752113357195,0.000687594667124412,0.00134842196962626,2.26956794153275e-05,1.78219397740813e-05,3.4435778783845e-10,0.245610058586318
"ENSG00000069275",0.595071887411345,0.0620041669569646,0.00478467877315328,0.0161228138337399,0.0215483113651313,0,0.0104266706313759,0.00352983922939772,0.000634694661911314,0.000255426478082515,0.00149662559858167,0.000166275337983003,4.38610475666268e-12,0.283958609717947
"ENSG00000069329",0.211331717192507,0.224454925417167,0.0405349038818008,0.137312112354701,0.0678099206942761,1.44488727255084e-11,0.0855584026067564,0.000897122187690771,0.00867694782531363,0.000606877472807459,0.000552169792333786,6.24706725018292e-05,0.0366360142660351,0.18556641562166
"ENSG00000069345",0.447685451790679,0.0407690981565602,0.0434778502726398,0.0135473812921858,0.000329569705159518,1.01076685332152e-09,0.0282304415631935,0.211567298214037,0.00917687759140969,0.0115520946982723,0.0244159045434411,0.000803942526654519,6.17699551466947e-11,0.168444088573231
"ENSG00000069399",0.295985139818366,0.173326430529995,0.00168788705218175,0.0655032273361226,0.0523980557297909,2.40248593176462e-10,0.0426066527400954,5.62913666339892e-06,1.53210028083914e-05,0.000166100205430833,0.000149818103924991,6.31110466871273e-09,5.34996037233345e-12,0.368155731787917
"ENSG00000069424",0.0648160676669689,0.143712976965034,0.0985671944927924,0.0402621161060881,0.0266430266415446,0.489436928039255,0.0230539753209943,0.000933667934765122,0.0136990931769075,0.000725087296263532,0.000134904721020756,4.93525801040337e-05,2.83801266957052e-12,0.0979656090554231
"ENSG00000069431",0.257445938627908,0.0389477944690645,0.155467021917778,0.284998716665507,0.00621212375470957,0,0.00488330688860446,0.00815847955178785,0.000111728594007175,0.000249390827775472,0.00320599805950596,0.000295901188086741,1.96193082977274e-17,0.240023599455265
"ENSG00000069482",0.106770603004067,0.044435020299854,0.0533991522032337,0.00688251664201986,0.0225133133395792,0.399835592062386,0.00197590947618903,0.000120899259560474,8.75716510573701e-05,0.000423232750432717,5.48333758256341e-05,0.000544818794201162,9.19568288452118e-12,0.362956537132398
"ENSG00000069509",0.21251245099206,0.0892445548363045,0.125409171144596,0.0295811182553213,0.0117435730431464,0.246814150899588,0.0442437656839609,0.013820560152008,0.0069520770173891,1.12997882345499e-05,0.00179667787210486,6.35077515241788e-05,7.01254824400816e-12,0.217807092556749
"ENSG00000069535",0.0695599738904669,0.130186726678669,0.23384909819952,0.0670606647274029,0.0316459341315699,0.340778317197161,0.024579723241976,0.00210472736705748,0.00412502783083772,0.000150885887593539,0.000191165202782067,3.42515146002073e-05,2.33106154920487e-10,0.0957335038972573
"ENSG00000069667",0.054104381736511,0.0486655450239122,0.556519818295483,0.0148679546946565,0.00734389167223276,0.0534029628474292,0.00522678340629676,0.000717261227215807,0.000100797571078956,4.19281332807646e-08,5.45108973531077e-06,0.000214631699282733,1.00514871030765e-09,0.258830477802884
"ENSG00000069696",0.299813217090968,0.112933273832243,0.200864366008702,0.0446301080868408,0.0405461784716111,0.0561235157687622,0.0327833424950634,4.35790383945653e-06,0.000286966788024584,0.000179163999220549,0.000178303817362402,5.26910677406231e-05,1.09925140523185e-11,0.211604514658629
"ENSG00000069702",0.141162787800149,0.171338018351978,0.0240820971700572,0.161523406223745,0.0751611546816941,0.146096207893795,0.0413477886838518,2.22330918827366e-05,0.00150818039736943,0.000711514107035534,0.000640665886852514,0.000281304510368448,9.99543009865907e-10,0.236124640201678
"ENSG00000069712",0.172156507378748,0.276221358887161,0.0203078833666409,0.054243227628347,0.0441206721231108,0.216601519832499,0.0373293747071637,0.0061859393376276,0.000385693332957123,0.000452390305629849,6.92545655104617e-05,5.41104571215615e-05,7.94847952318173e-10,0.171872067282636
"ENSG00000069849",0.0852880459803646,0.0741835056156964,0.101759446405721,0.31135518297923,0.0325890324829953,0,0.0682563943648564,0.000448207716373629,0.0293087279488326,6.00775210666267e-08,0.00132518146768106,0.00136174091856753,4.41363851185811e-12,0.294124474037746
"ENSG00000069943",0.105855209821481,0.0844683227056553,0.0136577430793085,0.0674770935601327,0.0803517809958817,1.43643378359144e-10,0.0325250980869033,0.362585134505197,0.0389329123747005,0.000529790943666489,0.000834745454299197,2.45046300569289e-05,4.32718833737683e-10,0.212757663266355
"ENSG00000069956",0.284918202591908,0.206658349918375,0.0565571314005258,0.121530375131056,0.0925513112685145,0,0.0772388189809988,0.00454260290121317,0.00375153833588756,0.000718462858081157,0.00198591130516773,7.69504458195316e-07,2.11289447710651e-12,0.149546525801701
"ENSG00000069966",0.0673502738113375,0.200918117591872,0.140364827260275,0.0288859151009587,0.0333194594472375,0.346869796977769,0.0187729463557188,0.00313526788345145,0.0254896725183751,0.0632553696646365,0.000592072344833021,0.000422661479090243,2.33436692341379e-12,0.0706236195621103
"ENSG00000069974",0.127670127033187,0.131191575891688,0.162101298317114,0.0915180962292439,0.112802375132105,6.81743324832011e-11,0.0369399576849847,0.00442079354795751,0.00248446772862319,0.000107034476627844,0.000183335305801633,9.72439253741698e-05,4.63319389524574e-10,0.330483694195799
"ENSG00000069998",0.213765066379979,0.0201960310561766,0.0514493292789577,1.50148715284963e-05,0.316418110257641,0.0595197796881739,0.0171042528471885,0.0326333736296409,0.0937574658167825,0.00071326128834333,0.00172173564196946,0.00312242883229735,1.03218852023051e-12,0.189584150410289
"ENSG00000070010",0.34717586709003,0.116730448828599,0.0949168610919861,0.0745721580077955,0.0103301020114737,0,0.0187488277626552,0.000303683564944729,0.0338515702826701,0.00222493061649598,0.0038677622881771,0.000440993211863989,2.95853224486402e-09,0.296836792284777
"ENSG00000070018",0.193546005719785,0.0608834026701865,3.36982349336533e-12,0.0156009014293106,0.0157681104287128,0.55196902086602,0.00875413929380132,0.000221543101894036,0.000110715600908897,0.00019818379289524,7.02239095520053e-05,1.11738591525065e-05,1.07952608421154e-10,0.152866579216459
"ENSG00000070031",0.275667295614538,0.233511462914628,0.0232177752612067,0.131974579076168,0.101507022845562,0,0.0629187060473973,0.000699375167599537,0.00201244891777924,0.000482879581567868,0.00522357566187832,1.22366727391037e-05,4.78643208345116e-12,0.16277264223415
"ENSG00000070047",0.223081013453047,0.170401065141881,0.121177268667085,0.0667034337320253,0.0511207985665353,1.10520250156066e-09,0.0206895304733861,0.0653125264874899,0.00945821479363424,0.00809046166088555,0.00238212840460651,0.000115940832568293,3.7987611549432e-10,0.261467616301777
"ENSG00000070061",0.129240150219658,0.108197247416378,0.0904359446642126,0.0987367420490778,0.107628816281082,0.297555789580193,0.0333433183651137,0.000224227426979648,0.0156890229826999,0.00235999289446091,0.00160061497491089,1.01753522903796e-05,5.70949455987925e-11,0.114977957735848
"ENSG00000070081",0.385018518631133,0.0705801073115249,0.0711018925488065,0.018558438150891,0.0189249859163436,0.0957834541351822,0.0141638366783999,0.000102229973805098,0.00121950148804944,8.13534376538595e-05,0.000877331797649627,3.09525515455398e-05,1.0620263414725e-09,0.323557396316989
"ENSG00000070087",0.351079766288967,0.12083657111065,0.0983937593492143,0.0766402113733844,0.0312602393216692,0,0.0863191919305126,0.00750181292822103,0.00644095533542305,4.11079047609032e-05,0.0012686818580131,0.000647083741615194,4.05413154991462e-10,0.219570618452156
"ENSG00000070159",0,0.132690602359601,0.075052784064508,0.0224551008569018,0.0244057337902281,0.343599783182961,0.0179601228363542,8.1364510823993e-05,0.00019517184794309,6.89912381938354e-05,1.30743504398129e-07,4.13117872601383e-06,8.19703720577722e-10,0.383486082570551
"ENSG00000070182",0.154449388296207,0.0932218748147577,0.340287928993921,0.0281973207049993,0.0159787021263128,0.180718730755347,0.0190101788831643,2.15758779631278e-05,5.49168275929247e-05,0.000732189337380556,0.00013657068952315,7.67720791315295e-05,1.43461329662128e-11,0.167113850599354
"ENSG00000070214",0.0920066757003925,0.452641277318057,0.0856984429676748,0.11673459943454,0.118163353596731,0,0.0164792730775186,0.000284761211359965,0.00244212650404987,0.000356486128837231,5.86486816428323e-06,8.2845313358246e-05,3.59726647749121e-12,0.115104293875719
"ENSG00000070269",0.116569250115572,0.0332564832811762,0.202992185875944,0.0402307421667503,0.0177565586561552,0.178988702133339,0.0107523015766052,0.0246985904574609,0.172369626856878,0.00397107140152893,0.000808329859792216,0.00496196796727505,3.3026669591295e-10,0.192644189321256
"ENSG00000070366",0.18181825999017,0.0962923663324894,0.183393366436397,0.00543225592349708,0.0378604893300452,0.206104399144212,0.0085968452332234,0.0260914878506997,0.0112625436023253,0.00320599291795942,0.00172911073761672,0.000368600907966415,6.66480654347271e-12,0.237844281586734
"ENSG00000070367",0.409898906353575,0.125013394157472,0.0659992001069826,0.0410056363055311,0.0363804679753701,0.0872274001901028,0.0298159380034784,0.000470640783961275,0.000767621017115502,1.59234544317727e-05,0.000426451599192799,9.91491649678855e-07,8.96398088912944e-12,0.202977428552173
"ENSG00000070371",0.0655168375007486,0.0571931016179475,0.148727445356308,0.0233805446711495,0.0234993020961707,0.105490387423421,0.0123724248450159,0.000365110244682,4.68998282966532e-05,3.68510751361452e-05,8.26075826269443e-05,2.78761762972453e-05,7.50243499568833e-10,0.563260610831956
"ENSG00000070388",0.201697211269229,0.0155223400565096,0.129818217234239,0.00428173478953663,0.00473751239213802,0.18041868681963,0.00234821500040876,9.08165278094743e-06,0.000106845610565109,4.35963405358692e-05,2.28258373408396e-06,1.07677736270811e-08,2.54514525244948e-11,0.461014265457467
"ENSG00000070404",0.255074394379043,0.181599624302021,0.0241698194753583,0.0806485140723304,0.06646276850932,1.45331637417846e-09,0.0500228843845386,5.17868267779783e-05,0.00152224204817467,0.000315084579419279,4.592697115442e-06,3.66508508061654e-05,1.90412828802968e-11,0.340091636402737
"ENSG00000070413",0.365857369319155,0.126475977894353,0.0452649792447066,0.042339925099677,0.0281749749735408,0,0.0215820144658359,0.013251676648858,0.00794945161050094,0.00201664084186445,3.69768868807611e-06,1.55698695104762e-06,1.05086800359275e-09,0.347081734175001
"ENSG00000070423",0.360655429647459,0.0935162129847684,0.00646876126830275,0.027143705281187,0.0334929386970615,0,0.0162131483512684,7.56206505794697e-05,2.14501190779311e-05,2.90132702453445e-05,6.0934492680774e-06,1.54731674594582e-05,1.14962415185722e-12,0.462362153112173
"ENSG00000070444",0.165730430801326,0.187998614478827,0.00870201457428634,0.0314327376057796,0.00727950569342299,0.0944871122811893,0.00631145852690195,0.0813874306202318,0.0101088037029534,0.000115509686752924,0.00606545148478154,0.000692389508049842,1.6604955383127e-11,0.399688541018892
