"","`rRNA ratio`","Regions","DonorID","`Exonic Rate`","Type of Batch","Hardy Scale","`Mapping Rate`","RIN","`PMI (hours)`","`Total N Reads`","Age Interval","Sex","Residuals"
"ENSG00000078369",0.567599863519103,0.161158894273164,0.103781180023721,0.0181185584873843,0.0115076980866623,0.00481065229334637,0.0042813867988949,0.00858562213473693,6.61128176704025e-05,0.000192476231539571,1.47483316988459e-06,6.63946261528865e-07,0.119895416554345
"ENSG00000231050",0.334111426847254,0.133112860708925,0.195219905920458,0.000552363246032083,3.07400680587214e-12,0.0146718533288292,0.00850733522564662,0.00466403444987895,0.00045057851616807,0.000781519971424267,0.00775729552290757,3.38092247363326e-08,0.300170792450178
"ENSG00000169885",0.115160567150846,0.370198012166022,0.037767044737247,0.178873678944342,0.0225472731430534,0.000141727479750416,0.00209457970232997,0.0116265652492193,3.34845853060184e-05,1.78153174888391e-06,6.0715232403347e-06,2.04774476396731e-06,0.261547166042131
"ENSG00000178821",0.109125858660499,0.564152550267835,0.0255649053191213,0.0300218621038691,0,0.0161468967473835,0.00336874217742048,0.00107677297056206,0.000457131777549138,4.95128739881149e-09,0,2.83774916273287e-11,0.250085274996095
"ENSG00000142609",0.191002130808746,0.38585742335238,0.0275642162696212,0.134949683365027,0.0125535259927955,0.000203619050543852,0.00774524809916941,0.0143062894674212,0.000136834708098716,0.000582862005228126,0.00283506120246009,5.32684006300589e-11,0.22226310562524
"ENSG00000233542",0.0152411805433938,0.933403314540414,0.0095296161345946,0.00492232646909799,0.00112794571680678,5.33796396828884e-05,0.000340380931203268,0.000110056553420267,7.41762822528037e-05,1.11685316027093e-05,2.39317536747172e-06,4.663143890135e-10,0.0351840610158492
"ENSG00000187730",0.0720658445247067,0.713048969012364,0.00969372002004812,0.00131016658497972,0.0053095617449685,0.00239822917410287,0.00098000473642671,0.0200323405507148,0.000564520402916363,4.2048810408135e-05,0.00111298178052179,0.000212749292800884,0.173228863365042
"ENSG00000067606",0.515944466038477,0.198952889922819,0.110231189859297,0.00711152120779007,0,0.00471118998504761,0.00585597007503147,0.00522725269188601,0.000192765551615808,2.49815485160771e-06,5.58147263690313e-06,7.00989087417845e-07,0.151763974051461
"ENSG00000271806",0.00546307012504803,0.530672935981862,0.0215069397897783,0.255035465376722,0.00383981470921309,0.000568133725146987,0.00282774889354458,0.00387099598277782,1.01649901511045e-05,0.000303023864655937,0,0.00100911462116703,0.174892591939933
"ENSG00000182873",0.241713216531936,0.472314125116402,0.0354230671490538,0.134125435067222,0.00478007926209313,0.00927022971734221,0.00818608892385923,0.00058003094262761,0.00150161671299603,0.000161027533688805,6.27790269147677e-11,2.55299961189141e-10,0.0919450827247004
"ENSG00000162585",0.262543892391131,0.291507795845498,0.120678674665038,0.000159396513813223,0.0215655226704875,0,0.00875167486316921,0.0206460377597553,7.49023191627997e-06,0.00110426344215249,6.63973163075503e-06,1.61806713557583e-06,0.273026993818273
"ENSG00000157933",0.24754669258128,0.603546639183414,0.0390439161373969,0.0218376532476569,0.00140752455706463,0.00231332513255883,0.00297693825848073,0.0104359125037956,0.000194270752367143,2.07120005488378e-06,1.11132000068487e-06,1.69178137683258e-07,0.0706937759477927
"ENSG00000116151",0.132131269405549,0.683439078070389,0.0157125231547412,0.0710205776640062,1.06535127880311e-10,0,0.00586934386393049,0.00801572155304447,9.20429159635257e-05,5.54441419588993e-05,3.27165401809352e-06,2.97817902365828e-07,0.0836604296519616
"ENSG00000272161",0.0107606594209306,0.847334140179442,0.0179838093727731,0.0388647197638799,0,4.0212574494039e-05,0.00141726310764615,0.000237075187774888,0.000183359349286678,1.69834033615418e-06,0.0016442241830348,1.35759552946294e-09,0.081532837162806
"ENSG00000269896",0.115610461803359,0.689038545784503,0.0667330211752456,0.0347020230017284,0.00184154746476714,0.00627820566305996,0.0021190065243012,0.00241278232679372,0.000161644889931329,7.7373729102946e-06,1.28462070131772e-06,5.72087578238172e-07,0.0810931672851206
"ENSG00000272420",0.0851020577568315,0.745235417112941,0.0212247281313654,0.00767744608428634,0.0122194044343872,0,0.00270233522762003,0.00848483094128859,0.000335890603130939,2.48136788559616e-06,3.16631919820482e-06,8.52617926071928e-07,0.117011389403139
"ENSG00000157916",0.693445525562291,0.0183184171988544,0.119128080976011,0.0251189326171598,0.0015096874156164,0.0089035870831592,0.0110154239631511,0.00274267050986604,2.82252744492213e-05,0.000132337597974328,1.60558526119981e-06,7.82238623292875e-15,0.119655506216198
"ENSG00000157911",0.308415052330184,0.411784199307114,0.0933431249265394,0.00638834161444739,0.00255315111639976,0,0.00667797229113591,0.001304278133232,0.000899364360632088,6.23522284950729e-05,1.0962695979182e-09,1.51247087193784e-06,0.168570650124679
"ENSG00000149527",0.333290085157994,0.332809970798191,0.0547911333063775,0.0120288725978038,0.00615913697014407,0.0195983812031581,0.00981064734239893,0.00089509914278917,0.000592088667723318,0.000304757783038753,4.21836187260181e-05,1.36920250493505e-06,0.22967627420915
"ENSG00000224387",0.142232051624932,0.185320839778655,0.102313308404699,0.209120945160293,0.0369091121047213,0.0486006466994132,0.00459834638487915,0.000941703385774989,0.000465950082894626,3.82236910158278e-05,0.0185562922106543,5.46918504792527e-09,0.250902575002883
"ENSG00000229393",0.189988292475713,0.168818498862554,0.107461009399451,0.185734038223372,0.0477537990820145,0.0509686470273925,0.00643498174156662,0.000713670155964265,1.77229747619947e-05,2.23609805081192e-05,0.00129614109615047,2.36459809959101e-06,0.240788473382452
"ENSG00000157881",0.577082681411963,0.187358121322686,0.0714945284097828,0.0113049165863567,0.0116294413301106,0.0016962703038057,0.010228924628276,0.0228870929366236,0.000272788154017367,2.14887635327313e-05,0.00123500374056697,5.10693663721748e-05,0.104737673045906
"ENSG00000197921",0.00722442730367489,0.344748952342725,0.213615084685755,0.000982742441011249,0,0.0624350162099333,2.1410125051823e-06,7.11623527259149e-05,0.000159953994516034,6.55880308108121e-05,1.4209414918961e-05,2.51238333356797e-06,0.37067820982809
"ENSG00000272449",0.0506184468125011,0.459331485242481,0.0379468641816264,0.00329947489781306,9.62729991510879e-11,0.0291995472998264,0.00661576061520921,0.00483435106646575,0.000173108827245282,0.000305648664029015,7.18392738946797e-06,1.75474582974101e-06,0.407666373623311
"ENSG00000157873",0.164026664838954,0.244368442882706,0.124457809789812,0.0418400412460144,0.0762987888060939,0.00508975235500084,0.00223125711340844,0.00946987132292694,0.00333215460383396,2.6983778164417e-06,0.00112763320742463,6.87989547348139e-11,0.327754885387209
"ENSG00000228037",0.0222177604305479,0.100799804156368,0.174350496998843,0.111468535321608,0.01773968668447,0.0305735106429756,8.01984592751698e-05,0.00178484941945523,0.00308983203441089,0.000114786388538061,0,1.3127818174388e-06,0.537779226681692
"ENSG00000157870",0.377854466056542,0.361575749456809,0.0465955751617302,0.0121879020757896,0,0.000959099815004675,0.00372701749918904,0.000561075187807543,1.42442216624853e-05,4.34317548419536e-05,0.0011234038259404,0.000292775476809166,0.195065259467874
"ENSG00000142606",0.143118399430171,0.313638179186052,0.0384230780211614,0.00250060479256381,0.00201704100102817,0.0255149415708055,0.00138999084525803,0.00271195410732612,0.000405739542985085,9.70520945317429e-06,1.83055587166483e-05,3.16588115313665e-06,0.470248894853327
"ENSG00000215912",0.202312475618157,0.197476348881286,0.061382387089552,0.163439352189342,0.000443940912387327,8.1478862248237e-05,0.00621372445789883,0.000847748294213428,4.3979515983627e-06,0.000853309297183943,1.74463198132906e-05,1.77699350118908e-06,0.366925613132818
"ENSG00000177133",0.000145974602285147,0.718988876001954,0.0226915042260588,0.00228785540192818,0.010779065356835,3.74898133153305e-05,0.000214770434411985,0.0156512743361095,0.000843498653199148,0.000109241745458546,6.59893194439006e-06,1.17452907982048e-06,0.22824267596742
"ENSG00000142611",0.0457055730767575,0.687966434960312,0.0342469895844174,0.00680749848189613,0.0182975477435451,0.00813837330843754,0.000755290967566624,0.014004792400065,4.95258610427268e-05,2.00738154554975e-05,2.96125514589201e-13,1.42499296456432e-09,0.184007898375215
"ENSG00000130762",0.0979763967150993,0.536019763850558,0.0331271265879247,0.0107525689347001,0.0114113397669158,0.00213420474530018,0.00249766727174667,0.00804057130556467,0.000921721719229524,0.000455300109247565,0,1.94220373077664e-09,0.29666333705151
