HGNC ID	Approved symbol	Status	Previous symbols	Alias symbols	Ensembl gene ID
HGNC:14111	GLOD4	Approved	C17orf25	CGI-150, HC71	ENSG00000167699
HGNC:33358	GLOD5	Approved			ENSG00000171433
HGNC:4324	GLP1R	Approved		GLP-1R	ENSG00000112164
HGNC:4325	GLP2R	Approved			ENSG00000065325
HGNC:4326	GLRA1	Approved	STHE		ENSG00000145888
HGNC:4327	GLRA2	Approved	GLR		ENSG00000101958
HGNC:4328	GLRA3	Approved			ENSG00000145451
HGNC:31715	GLRA4	Approved		GLRA4P	ENSG00000188828
HGNC:4329	GLRB	Approved			ENSG00000109738
HGNC:4330	GLRX	Approved		GRX, GRX1	ENSG00000173221
HGNC:16065	GLRX2	Approved		GRX2, bA101E13.1	ENSG00000023572
HGNC:15987	GLRX3	Approved	TXNL2	PICOT, bA500G10.4, GRX3, GLRX4, GRX4	ENSG00000108010
HGNC:49787	GLRX3P1	Approved			
HGNC:49788	GLRX3P2	Approved			ENSG00000216657
HGNC:20134	GLRX5	Approved	C14orf87	PR01238, GRX5	ENSG00000182512
HGNC:55062	GLRX5P1	Approved			ENSG00000181511
HGNC:55063	GLRX5P2	Approved			ENSG00000232879
HGNC:55064	GLRX5P3	Approved			ENSG00000271424
HGNC:16544	GLRXP1	Approved	GLRXP	bA425M5.1	ENSG00000228234
HGNC:18376	GLRXP2	Approved			ENSG00000258544
HGNC:34049	GLRXP3	Approved	GLRXL		ENSG00000118990
HGNC:4331	GLS	Approved		KIAA0838, GLS1, GAC, GAM, KGA	ENSG00000115419
HGNC:29570	GLS2	Approved		GA, GLS, LGA, hLGA	ENSG00000135423
HGNC:26483	GLT1D1	Approved		FLJ31978	ENSG00000151948
HGNC:23671	GLT6D1	Approved	GLTDC1		ENSG00000204007
HGNC:24870	GLT8D1	Approved		AD-017, FLJ14611	ENSG00000016864
HGNC:24890	GLT8D2	Approved		FLJ31494	ENSG00000120820
HGNC:56861	GLTC1	Approved		lnc-UNC93B1-1, GLTC	ENSG00000255306
HGNC:24867	GLTP	Approved			ENSG00000139433
HGNC:33756	GLTPD2	Approved			ENSG00000182327
HGNC:33991	GLTPP1	Approved			ENSG00000255138
HGNC:4334	GLUC	Symbol Withdrawn			
HGNC:4335	GLUD1	Approved	GLUD	GDH, GDH1, hGDH1	ENSG00000148672
HGNC:4337	GLUD1P2	Approved	GLUDP2, GLUD1P7, GLUDP7	bA342C24.3	ENSG00000265366
HGNC:4338	GLUD1P3	Approved	GLUDP3, C10orf102	Em:AC022400.11	ENSG00000250959
HGNC:4339	GLUD1P4	Approved	GLUDP4		ENSG00000267486
HGNC:4340	GLUD1P5	Approved	GLUDP5		
HGNC:23610	GLUD1P6	Approved	GLUDP6, GLUD1P8, GLUDP8	bK2173J9.1, bA144G6.5	
HGNC:23636	GLUD1P7	Symbol Withdrawn	GLUDP7	bA342C24.3	
HGNC:23637	GLUD1P8	Symbol Withdrawn	GLUDP8	bA144G6.5	
HGNC:37696	GLUD1P9	Approved			ENSG00000234349
HGNC:4336	GLUD2	Approved	GLUDP1		ENSG00000182890
HGNC:4341	GLUL	Approved	GLNS		ENSG00000135821
HGNC:4342	GLULP1	Approved	GLULL1		
HGNC:4343	GLULP2	Approved	GLULL2		
HGNC:4344	GLULP3	Approved	GLULL3		ENSG00000254572
HGNC:4345	GLULP4	Approved	GLULP		ENSG00000178723
HGNC:37989	GLULP5	Approved			ENSG00000257915
HGNC:37990	GLULP6	Approved			ENSG00000215043
HGNC:4346	GLUR1	Symbol Withdrawn			
HGNC:4347	GLUR2	Symbol Withdrawn			
HGNC:4348	GLUR3	Symbol Withdrawn			
HGNC:4349	GLUR4	Symbol Withdrawn			
HGNC:4350	GLUR5	Symbol Withdrawn			
HGNC:4351	GLUR6	Symbol Withdrawn			
HGNC:4352	GLUR7	Entry Withdrawn			
HGNC:4353	GLUT1	Symbol Withdrawn			
HGNC:4354	GLUT2	Symbol Withdrawn			
HGNC:4355	GLUT3	Symbol Withdrawn			
HGNC:4356	GLUT3P1	Symbol Withdrawn			
HGNC:4357	GLUT4	Symbol Withdrawn			
HGNC:4358	GLUT5	Symbol Withdrawn			
HGNC:4359	GLUT6	Symbol Withdrawn			
HGNC:4360	GLVR1	Symbol Withdrawn			
HGNC:4361	GLVR2	Symbol Withdrawn			
HGNC:4362	GLXR	Symbol Withdrawn			
HGNC:13734	GLYAT	Approved		GAT, ACGNAT	ENSG00000149124
HGNC:30519	GLYATL1	Approved		MGC15397, FLJ34646	ENSG00000166840
HGNC:58086	GLYATL1-AS1	Approved			ENSG00000255240
HGNC:37865	GLYATL1B	Approved	GLYATL1P3		ENSG00000255151
HGNC:37866	GLYATL1P1	Approved			ENSG00000255189
HGNC:37863	GLYATL1P2	Approved			ENSG00000254717
HGNC:37864	GLYATL1P4	Approved			ENSG00000254399
HGNC:24178	GLYATL2	Approved		BXMAS2-10, MGC24009	ENSG00000156689
HGNC:21349	GLYATL3	Approved	C6orf140	bA28H17.2	ENSG00000203972
HGNC:4363	GLYB	Entry Withdrawn			
HGNC:18023	GLYCAM1	Approved		GLYCAM1P	ENSG00000257780
HGNC:24247	GLYCTK	Approved		HBEBP4, HBEBP2	ENSG00000168237
HGNC:41043	GLYCTK-AS1	Approved			ENSG00000242797
HGNC:4364	GLYD	Symbol Withdrawn	GLYD		
HGNC:24434	GLYR1	Approved		BM045, HIBDL, NP60, N-PAC	ENSG00000140632
HGNC:56963	GLYR1P1	Approved			ENSG00000237788
HGNC:4365	GLYS1	Entry Withdrawn			
HGNC:4366	GLYT2L	Symbol Withdrawn			
HGNC:4367	GM2A	Approved		SAP-3, GM2-AP, GM2AP	ENSG00000196743
HGNC:4368	GM2AP1	Approved	GM2AP		ENSG00000241695
HGNC:38002	GM2AP2	Approved			ENSG00000239428
HGNC:23843	GMCL1	Approved		FLJ13057, BTBD13, GCL1, SPATA29	ENSG00000087338
HGNC:42863	GMCL1P2	Approved			ENSG00000271070
HGNC:19717	GMCL2	Approved	GMCL1L, GMCL1P1	GCL	ENSG00000244234
HGNC:4369	GMDS	Approved		GMD, SDR3E1	ENSG00000112699
HGNC:48993	GMDS-DT	Approved	GMDS-AS1		ENSG00000250903
HGNC:4370	GMEB1	Approved		P96PIF, PIF96	ENSG00000162419
HGNC:4371	GMEB2	Approved		P79PIF, KIAA1269, PIF79	ENSG00000101216
HGNC:4372	GMFA	Entry Withdrawn			
HGNC:4373	GMFB	Approved		GMF	ENSG00000197045
HGNC:38654	GMFBP1	Approved			ENSG00000243495
HGNC:4374	GMFG	Approved			ENSG00000130755
HGNC:24852	GMIP	Approved		ARHGAP46	ENSG00000089639
HGNC:4375	GML	Approved		LY6DL	ENSG00000104499
HGNC:40049	GMNC	Approved		GEMC1	ENSG00000205835
HGNC:17493	GMNN	Approved		Gem	ENSG00000112312
HGNC:22923	GMPPA	Approved			ENSG00000144591
HGNC:22932	GMPPB	Approved		KIAA1851	ENSG00000173540
HGNC:4376	GMPR	Approved		GMPR1, hGMPR-I	ENSG00000137198
HGNC:4377	GMPR2	Approved		hGMPR-II	ENSG00000100938
HGNC:4378	GMPS	Approved		GATD7	ENSG00000163655
HGNC:39428	GMPSP1	Approved			ENSG00000250471
HGNC:4379	GNA11	Approved	HHC2	FBH, FBH2, FHH2	ENSG00000088256
HGNC:4380	GNA12	Approved		gep	ENSG00000146535
HGNC:4381	GNA13	Approved		G13, MGC46138	ENSG00000120063
HGNC:54705	GNA13P1	Approved			ENSG00000230237
HGNC:4382	GNA14	Approved			ENSG00000156049
HGNC:50451	GNA14-AS1	Approved			ENSG00000231373
HGNC:4383	GNA15	Approved		GNA16	ENSG00000060558
HGNC:55293	GNA15-DT	Approved			ENSG00000267551
HGNC:4384	GNAI1	Approved			ENSG00000127955
HGNC:4385	GNAI2	Approved	GNAI2B	GIP	ENSG00000114353
HGNC:4386	GNAI2P1	Approved	GNAI2A, GNAI2L		ENSG00000255749
HGNC:45110	GNAI2P2	Approved			ENSG00000231957
HGNC:4387	GNAI3	Approved		87U6	ENSG00000065135
HGNC:4388	GNAL	Approved			ENSG00000141404
HGNC:4389	GNAO1	Approved		G-ALPHA-o	ENSG00000087258
HGNC:24498	GNAO1-AS1	Symbol Withdrawn			
HGNC:27543	GNAO1-DT	Approved	GNAO1-AS1		ENSG00000246379
HGNC:4390	GNAQ	Approved		G-ALPHA-q, GAQ	ENSG00000156052
HGNC:4391	GNAQP1	Approved	GNAQP		ENSG00000214077
HGNC:4392	GNAS	Approved	GNAS1	NESP55, NESP, GNASXL, GPSA, SCG6, SgVI	ENSG00000087460
HGNC:24872	GNAS-AS1	Approved	GNASAS, GNAS-AS	SANG, NESP-AS, NESPAS, GNAS1AS, NCRNA00075	ENSG00000235590
HGNC:4393	GNAT1	Approved		CSNBAD3	ENSG00000114349
HGNC:4394	GNAT2	Approved		ACHM4	ENSG00000134183
HGNC:22800	GNAT3	Approved		gustducin, GDCA	ENSG00000214415
HGNC:4395	GNAZ	Approved			ENSG00000128266
HGNC:4396	GNB1	Approved			ENSG00000078369
HGNC:55772	GNB1-DT	Approved			ENSG00000231050
HGNC:4397	GNB1L	Approved		GY2, WDR14	ENSG00000185838
HGNC:4398	GNB2	Approved			ENSG00000172354
HGNC:4400	GNB3	Approved			ENSG00000111664
HGNC:20731	GNB4	Approved			ENSG00000114450
HGNC:4401	GNB5	Approved		GB5	ENSG00000069966
HGNC:23657	GNE	Approved	IBM2	Uae1	ENSG00000159921
HGNC:4404	GNG2	Approved			ENSG00000186469
HGNC:4405	GNG3	Approved			ENSG00000162188
HGNC:4406	GNG3LG	Symbol Withdrawn		GNG3LN	
HGNC:4407	GNG4	Approved			ENSG00000168243
HGNC:4408	GNG5	Approved			ENSG00000174021
HGNC:24826	GNG5B	Approved	GNG5P2		ENSG00000133136
HGNC:4409	GNG5P1	Approved	GNG5P		ENSG00000213536
HGNC:33552	GNG5P3	Approved			ENSG00000254949
HGNC:33553	GNG5P4	Approved			
HGNC:33554	GNG5P5	Approved			ENSG00000234590
HGNC:4410	GNG7	Approved		FLJ00058	ENSG00000176533
HGNC:19664	GNG8	Approved			ENSG00000167414
HGNC:4402	GNG10	Approved			ENSG00000242616
HGNC:49502	GNG10P1	Approved			ENSG00000234016
HGNC:4403	GNG11	Approved		GNGT11	ENSG00000127920
HGNC:19663	GNG12	Approved			ENSG00000172380
HGNC:43938	GNG12-AS1	Approved			ENSG00000232284
HGNC:14131	GNG13	Approved		h2-35, G(gamma)13	ENSG00000127588
HGNC:53439	GNG14	Approved			ENSG00000283980
HGNC:4411	GNGT1	Approved		GNG1	ENSG00000127928
HGNC:4412	GNGT2	Approved		GNG9	ENSG00000167083
HGNC:4413	GNL1	Approved		HSR1	ENSG00000204590
HGNC:29925	GNL2	Approved		Ngp-1, HUMAUANTIG, Nog2, Nug2	ENSG00000134697
HGNC:50779	GNL2P1	Approved			ENSG00000223893
HGNC:29931	GNL3	Approved		C77032, E2IG3, MGC800, NS, Nug1	ENSG00000163938
HGNC:25553	GNL3L	Approved		FLJ10613, GNL3B	ENSG00000130119
HGNC:25733	GNL3LP1	Approved	GNL3LP	FLJ12595	ENSG00000215032
HGNC:4414	GNLY	Approved	LAG2	NKG5, LAG-2, D2S69E, TLA519	ENSG00000115523
HGNC:4415	GNMT	Approved			ENSG00000124713
HGNC:4416	GNPAT	Approved		DHAPAT, DAPAT, DAP-AT	ENSG00000116906
HGNC:34031	GNPATP	Approved			ENSG00000259844
HGNC:4417	GNPDA1	Approved	GNPI	GNPDA, HLN, GPI, KIAA0060	ENSG00000113552
HGNC:21526	GNPDA2	Approved		SB52	ENSG00000163281
HGNC:19980	GNPNAT1	Approved		Gpnat1, FLJ10607	ENSG00000100522
HGNC:58524	GNPNAT1P1	Approved			
HGNC:58525	GNPNAT1P2	Approved			ENSG00000248978
HGNC:58526	GNPNAT1P3	Approved			ENSG00000271219
HGNC:4418	GNPTA	Symbol Withdrawn			
HGNC:29670	GNPTAB	Approved	GNPTA	KIAA1208, MGC4170	ENSG00000111670
HGNC:23026	GNPTG	Approved	GNPTAG, C16orf27	CAB56184, c316G12.3	ENSG00000090581
HGNC:4419	GNRH1	Approved	GRH, GNRH, LHRH	LNRH	ENSG00000147437
HGNC:4420	GNRH2	Approved			ENSG00000125787
HGNC:4421	GNRHR	Approved	GRHR	LHRHR	ENSG00000109163
HGNC:16341	GNRHR2	Approved		GNRHR2P	ENSG00000211451
HGNC:39424	GNRHR2P1	Approved			ENSG00000259169
HGNC:4422	GNS	Approved			ENSG00000135677
HGNC:4423	GNT1	Symbol Withdrawn			
HGNC:4424	GOLGA1	Approved		golgin-97, MGC33154	ENSG00000136935
HGNC:4425	GOLGA2	Approved		GM130, golgin-95	ENSG00000167110
HGNC:31052	GOLGA2P1	Approved			ENSG00000205333
HGNC:16479	GOLGA2P2Y	Approved	GOLGA2LY1, GOLGA2P2		ENSG00000239533
HGNC:32426	GOLGA2P3Y	Approved	GOLGA2LY2, GOLGA2P3		ENSG00000172297
HGNC:38600	GOLGA2P4	Approved			ENSG00000229608
HGNC:25315	GOLGA2P5	Approved	GOLGA2L1, GOLGA2B	DKFZp434M0331	ENSG00000238105
HGNC:44948	GOLGA2P6	Approved			ENSG00000241621
HGNC:49516	GOLGA2P7	Approved			ENSG00000225151
HGNC:49922	GOLGA2P8	Approved			ENSG00000214433
HGNC:49921	GOLGA2P9	Approved			ENSG00000269332
HGNC:26229	GOLGA2P10	Approved		FLJ22795, AgSK1	ENSG00000255769
HGNC:26788	GOLGA2P11	Approved		FLJ38723	ENSG00000260062
HGNC:4426	GOLGA3	Approved		golgin-160, GCP170, MEA-2	ENSG00000090615
HGNC:4427	GOLGA4	Approved		golgin-245, GOLG, GCP2, p230, golgin-240	ENSG00000144674
HGNC:26469	GOLGA4-AS1	Approved			ENSG00000270194
HGNC:18660	GOLGA4P1	Approved			
HGNC:20727	GOLGA4P2	Approved			
HGNC:43786	GOLGA4P3	Approved			
HGNC:4428	GOLGA5	Approved		ret-II, golgin-84, rfg5, GOLIM5	ENSG00000066455
HGNC:43925	GOLGA5P1	Approved			ENSG00000251215
HGNC:13567	GOLGA6A	Approved	GOLGA6	GLP	ENSG00000159289
HGNC:32205	GOLGA6B	Approved			ENSG00000215186
HGNC:32206	GOLGA6C	Approved			ENSG00000167195
HGNC:32204	GOLGA6D	Approved			ENSG00000140478
HGNC:55708	GOLGA6EP	Approved			ENSG00000187812
HGNC:49206	GOLGA6FP	Approved			ENSG00000260776
HGNC:55709	GOLGA6GP	Approved			ENSG00000261303
HGNC:37444	GOLGA6L1	Approved			ENSG00000273976
HGNC:26695	GOLGA6L2	Approved		CT105, FLJ36144	ENSG00000174450
HGNC:37441	GOLGA6L3P	Approved	GOLGA6L3		ENSG00000188388
HGNC:27256	GOLGA6L4	Approved			ENSG00000184206
HGNC:30472	GOLGA6L5P	Approved	GOLGA6L5	FLJ35171, FLJ40113, GOLGA6L8	ENSG00000230373
HGNC:37225	GOLGA6L6	Approved		FLJ36131	ENSG00000277322
HGNC:37442	GOLGA6L7	Approved	GOLGA6L7P		ENSG00000261649
HGNC:37229	GOLGA6L9	Approved	GOLGA6L20		ENSG00000197978
HGNC:56873	GOLGA6L9-AS1	Approved			ENSG00000278202
HGNC:37228	GOLGA6L10	Approved	GOLGA6L18		ENSG00000278662
HGNC:23958	GOLGA6L11P	Approved	GOLGA6L15P		ENSG00000223698
HGNC:23959	GOLGA6L12P	Approved			
HGNC:23960	GOLGA6L13P	Approved			
HGNC:23961	GOLGA6L14P	Approved			
HGNC:38114	GOLGA6L15P	Symbol Withdrawn			
HGNC:38117	GOLGA6L16P	Approved			ENSG00000197092
HGNC:49414	GOLGA6L17P	Approved	GOLGA6L21P		ENSG00000277741
HGNC:49415	GOLGA6L18	Symbol Withdrawn			
HGNC:49416	GOLGA6L19	Approved			
HGNC:49391	GOLGA6L20	Symbol Withdrawn			
HGNC:49417	GOLGA6L21P	Symbol Withdrawn			
HGNC:50289	GOLGA6L22	Approved			ENSG00000277865
HGNC:55697	GOLGA6L23P	Approved			ENSG00000261375
HGNC:55710	GOLGA6L24	Approved	GOLGA6L24P		ENSG00000237850
HGNC:55711	GOLGA6L25	Approved	GOLGA6L25P		ENSG00000227717
HGNC:56306	GOLGA6L26	Approved			ENSG00000273756
HGNC:24876	GOLGA7	Approved		GCP16, HSPC041, GOLGA3AP1, GOLGA7A	ENSG00000147533
HGNC:31668	GOLGA7B	Approved	C10orf133, C10orf132	bA459F3.4, bA451M19.3	ENSG00000155265
HGNC:45232	GOLGA7B-DT	Approved	LINC00866		ENSG00000227356
HGNC:31972	GOLGA8A	Approved		GM88, GOLGIN-67, FAP286, CFAP286	ENSG00000175265
HGNC:31973	GOLGA8B	Approved			ENSG00000215252
HGNC:32375	GOLGA8CP	Approved	GOLGA8C		ENSG00000181984
HGNC:32376	GOLGA8DP	Approved	GOLGA8D		ENSG00000175676
HGNC:32377	GOLGA8EP	Approved	GOLGA8E		ENSG00000185182
HGNC:32378	GOLGA8F	Approved		DKFZp434P162	ENSG00000153684
HGNC:25328	GOLGA8G	Approved		DKFZp434K052	ENSG00000183629
HGNC:37443	GOLGA8H	Approved		GOLGA6L11	ENSG00000261794
HGNC:26660	GOLGA8IP	Approved	GOLGA9P, GOLGA8I	FLJ35785	ENSG00000277561
HGNC:38650	GOLGA8J	Approved			ENSG00000179938
HGNC:38652	GOLGA8K	Approved			ENSG00000249931
HGNC:44404	GOLGA8M	Approved			ENSG00000188626
HGNC:44405	GOLGA8N	Approved			ENSG00000232653
HGNC:44406	GOLGA8O	Approved			ENSG00000206127
HGNC:44408	GOLGA8Q	Approved			ENSG00000178115
HGNC:44407	GOLGA8R	Approved			ENSG00000186399
HGNC:44409	GOLGA8S	Approved			ENSG00000261739
HGNC:44410	GOLGA8T	Approved			ENSG00000261247
HGNC:44411	GOLGA8UP	Approved			ENSG00000103832
HGNC:49920	GOLGA8VP	Approved			ENSG00000259236
HGNC:4429	GOLGB1	Approved		GCP, GCP372, giantin, GOLIM1	ENSG00000173230
HGNC:15448	GOLIM4	Approved	GOLPH4	GPP130, GIMPC, P138	ENSG00000173905
HGNC:15451	GOLM1	Approved	GOLPH2, C9orf155	GP73, FLJ23608, bA379P1.3	ENSG00000135052
HGNC:24892	GOLM2	Approved	CASC4	H63, DKFZp459F1927	ENSG00000166734
HGNC:39251	GOLM2P1	Approved	CASC4P1		ENSG00000238132
HGNC:15452	GOLPH3	Approved		GPP34, GOPP1, MIDAS, Vps74	ENSG00000113384
HGNC:55231	GOLPH3-DT	Approved			ENSG00000272086
HGNC:24882	GOLPH3L	Approved		GPP34R	ENSG00000143457
HGNC:24766	GOLT1A	Approved		FLJ42654, CGI-141, YMR292W, GOT1, MGC62027	ENSG00000174567
HGNC:20175	GOLT1B	Approved		CGI-141, YMR292W, GOT1	ENSG00000111711
HGNC:25973	GON4L	Approved	GON4	FLJ20203, GON-4, YARP	ENSG00000116580
HGNC:20356	GON7	Approved	C14orf142		ENSG00000170270
HGNC:17643	GOPC	Approved		dJ94G16.2, PIST, FIG, GOPC1, CAL	ENSG00000047932
HGNC:25676	GORAB	Approved	SCYL1BP1	FLJ11752, NTKL-BP1, GO	ENSG00000120370
HGNC:54051	GORAB-AS1	Approved			ENSG00000231407
HGNC:16769	GORASP1	Approved	GOLPH5	GRASP65, P65, FLJ23443	ENSG00000114745
HGNC:17500	GORASP2	Approved		GRASP55, GRS2, GOLPH6	ENSG00000115806
HGNC:4430	GOSR1	Approved		GOS28, P28, GS28, GOS-28, GOLIM2	ENSG00000108587
HGNC:4431	GOSR2	Approved		GS27, Bos1	ENSG00000108433
HGNC:55346	GOSR2-DT	Approved	LINC01974		ENSG00000261886
HGNC:4432	GOT1	Approved		AST1, SGOT, AST	ENSG00000120053
HGNC:55848	GOT1-DT	Approved			ENSG00000224934
HGNC:28487	GOT1L1	Approved		MGC33309	ENSG00000169154
HGNC:4433	GOT2	Approved		mitAAT, KATIV, KAT4, KYAT4, mAspAT	ENSG00000125166
HGNC:4434	GOT2P1	Approved	GOT2L1		ENSG00000231900
HGNC:4435	GOT2P2	Approved	GOT2L2		ENSG00000230849
HGNC:4436	GOT2P3	Approved	GOT2L3, GOT2L3P		ENSG00000233719
HGNC:22936	GOT2P4	Approved		GOT2L4	
HGNC:38439	GOT2P5	Approved		GOT2Y	ENSG00000233634
HGNC:54891	GOT2P6	Approved			ENSG00000214745
HGNC:54892	GOT2P7	Approved			ENSG00000232392
HGNC:4437	GOV	Symbol Withdrawn		D2-2	
HGNC:4438	GOX1	Symbol Withdrawn			
HGNC:4439	GP1BA	Approved	GP1B	HPA-2, CD42b, GPIbalpha	ENSG00000185245
HGNC:4440	GP1BB	Approved		CD42c, GPIbbeta	ENSG00000203618
HGNC:4441	GP2	Approved		ZAP75	ENSG00000169347
HGNC:4442	GP2B	Symbol Withdrawn			
HGNC:4443	GP5	Approved		CD42d	ENSG00000178732
HGNC:14388	GP6	Approved		GPVI	ENSG00000088053
HGNC:55305	GP6-AS1	Approved			ENSG00000267265
HGNC:4444	GP9	Approved		CD42a, GPIX	ENSG00000169704
HGNC:4445	GPA33	Approved		A33	ENSG00000143167
HGNC:58358	GPA33-AS1	Approved			ENSG00000227907
HGNC:4446	GPAA1	Approved		GAA1, hGAA1	ENSG00000197858
HGNC:4447	GPAA1P1	Approved			ENSG00000240069
HGNC:51484	GPAA1P2	Approved			ENSG00000230596
HGNC:20298	GPALPP1	Approved	KIAA1704	bA245H20.2, AD029, LSR7	ENSG00000133114
HGNC:24865	GPAM	Approved		KIAA1560, MGC26846, GPAT1	ENSG00000119927
HGNC:13920	GPANK1	Approved	BAT4	G5, D6S54E, GPATCH10, ANKRD59	ENSG00000204438
HGNC:27168	GPAT2	Approved		CT123	ENSG00000186281
HGNC:52330	GPAT2P1	Approved			ENSG00000237510
HGNC:52331	GPAT2P2	Approved			ENSG00000188383
HGNC:28157	GPAT3	Approved	AGPAT9	MGC11324, LPAAT-theta, MAG1, HMFN0839, AGPAT10	ENSG00000138678
HGNC:20880	GPAT4	Approved	AGPAT6	DKFZp586M1819, LPAAT-zeta, TSARG7	ENSG00000158669
HGNC:55539	GPAT4-AS1	Approved		GIAT4RA	ENSG00000253133
HGNC:24658	GPATCH1	Approved	GPATC1	ECGP, FLJ10206, FLJ38686	ENSG00000076650
HGNC:25499	GPATCH2	Approved	GPATC2	FLJ10252, CT110, PPP1R30, Pfa1	ENSG00000092978
HGNC:20210	GPATCH2L	Approved	C14orf118	FLJ20689, FLJ10033	ENSG00000089916
HGNC:25720	GPATCH3	Approved	GPATC3	FLJ12455	ENSG00000198746
HGNC:25982	GPATCH4	Approved	GPATC4	FLJ20249, DKFZP434F1735	ENSG00000160818
HGNC:29066	GPATCH8	Approved	KIAA0553, GPATC8		ENSG00000186566
HGNC:26768	GPATCH11	Approved	CCDC75	FLJ38348, CENPY, CENP-Y	ENSG00000152133
HGNC:42659	GPATCH11P1	Approved	CCDC75P1		ENSG00000182921
HGNC:4448	GPB	Entry Withdrawn			
HGNC:19680	GPBAR1	Approved		BG37, GPCR, TGR5, M-BAR, GPCR19, GPR131, MGC40597	ENSG00000179921
HGNC:29520	GPBP1	Approved		DKFZp761C169	ENSG00000062194
HGNC:59056	GPBP1-DT	Approved			ENSG00000289152
HGNC:28843	GPBP1L1	Approved		SP192	ENSG00000159592
HGNC:4449	GPC1	Approved		glypican	ENSG00000063660
HGNC:56102	GPC1-AS1	Approved			ENSG00000218416
HGNC:4450	GPC2	Approved		cerebroglycan, FLJ38962, DKFZp547M109	ENSG00000213420
HGNC:4451	GPC3	Approved	SDYS	OCI-5, SGBS, SGBS1, SGB, DGSX	ENSG00000147257
HGNC:52897	GPC3-AS1	Approved			
HGNC:4452	GPC4	Approved		K-glypican	ENSG00000076716
HGNC:4453	GPC5	Approved			ENSG00000179399
HGNC:39886	GPC5-AS1	Approved			ENSG00000235984
HGNC:39887	GPC5-AS2	Approved			ENSG00000232885
HGNC:41340	GPC5-IT1	Approved			ENSG00000236240
HGNC:4454	GPC6	Approved			ENSG00000183098
HGNC:39909	GPC6-AS1	Approved			ENSG00000236520
HGNC:39910	GPC6-AS2	Approved			ENSG00000224394
HGNC:26957	GPCPD1	Approved		KIAA1434, GDE5, GDPD6	ENSG00000125772
HGNC:33851	GPCPD1P1	Approved			ENSG00000235095
HGNC:4455	GPD1	Approved			ENSG00000167588
HGNC:28956	GPD1L	Approved		KIAA0089	ENSG00000152642
HGNC:4456	GPD2	Approved			ENSG00000115159
HGNC:4457	GPDS1	Entry Withdrawn			
HGNC:4485	GPER1	Approved	CMKRL2, GPR30, GPER	FEG-1, GPCR-Br, LERGU, LERGU2, DRY12, LyGPR, CEPR	ENSG00000164850
HGNC:18054	GPHA2	Approved		GPA2, ZSIG51, A2, MGC126572	ENSG00000149735
HGNC:18055	GPHB5	Approved		ZLUT1, GPB5	ENSG00000179600
HGNC:15465	GPHN	Approved		KIAA1385, GEPH, GPH	ENSG00000171723
HGNC:31984	GPHRA	Approved	GPR89A	GPHR, UNQ192	ENSG00000117262
HGNC:13840	GPHRB	Approved	GPR89, GPR89C, LINC02804, GPR89B	GPHRB, SH120	ENSG00000188092
HGNC:13951	GPHRP1	Approved	GPR89P	C11H1.2-Lp	ENSG00000216915
HGNC:4458	GPI	Approved		AMF, NLK	ENSG00000105220
HGNC:24945	GPIHBP1	Approved		LOC338328, GPI-HBP1	ENSG00000277494
HGNC:30677	GPKOW	Approved		T54, GPATC5, GPATCH5, Spp2, Mos2	ENSG00000068394
HGNC:4459	GPLD1	Approved			ENSG00000112293
HGNC:4460	GPM6A	Approved	GPM6		ENSG00000150625
HGNC:55577	GPM6A-AS1	Approved	GPM6A-DT		ENSG00000249106
HGNC:4461	GPM6B	Approved		M6B, MGC17150, MGC54284	ENSG00000046653
HGNC:38782	GPM6BP1	Approved			ENSG00000230458
HGNC:38781	GPM6BP2	Approved			ENSG00000236429
HGNC:38783	GPM6BP3	Approved			ENSG00000234121
HGNC:17030	GPN1	Approved	XAB1	NTPBP, MBDIN, ATPBD1A, RPAP4	ENSG00000198522
HGNC:25513	GPN2	Approved	ATPBD1B	FLJ10349	ENSG00000142751
HGNC:58220	GPN2-AS1	Approved			ENSG00000226698
HGNC:30186	GPN3	Approved	ATPBD1C	MGC14560	ENSG00000111231
HGNC:44914	GPN3P1	Approved			ENSG00000227465
HGNC:4462	GPNMB	Approved		NMB, HGFIN	ENSG00000136235
HGNC:4484	GPR3	Approved		ACCA	ENSG00000181773
HGNC:4497	GPR4	Approved			ENSG00000177464
HGNC:4505	GPR5	Symbol Withdrawn			
HGNC:4515	GPR6	Approved			ENSG00000146360
HGNC:4465	GPR11	Symbol Withdrawn			
HGNC:4466	GPR12	Approved		GPCR21, PPP1R84	ENSG00000132975
HGNC:4467	GPR13	Symbol Withdrawn			
HGNC:4469	GPR15	Approved			ENSG00000154165
HGNC:31428	GPR15LG	Approved	C10orf99	UNQ1833, RLLV1833, FLJ21763, CSBF, AP-57, GPR15L	ENSG00000188373
HGNC:4470	GPR16	Symbol Withdrawn			
HGNC:4471	GPR17	Approved			ENSG00000144230
HGNC:4472	GPR18	Approved		DRV2	ENSG00000125245
HGNC:4473	GPR19	Approved			ENSG00000183150
HGNC:4475	GPR20	Approved			ENSG00000204882
HGNC:4476	GPR21	Approved			ENSG00000188394
HGNC:4477	GPR22	Approved			ENSG00000172209
HGNC:4480	GPR25	Approved			ENSG00000170128
HGNC:4481	GPR26	Approved			ENSG00000154478
HGNC:4482	GPR27	Approved		SREB1	ENSG00000170837
HGNC:4483	GPR28	Symbol Withdrawn			
HGNC:4486	GPR31	Approved		HETER1, 12-HETER	ENSG00000120436
