HGNC ID	Approved symbol	Status	Previous symbols	Alias symbols	Ensembl gene ID
HGNC:24124	ACTL6A	Approved		Actl6, BAF53A, Arp4, Baf53a, INO80K, SMARCN1	ENSG00000136518
HGNC:58683	ACTL6A-AS1	Approved			ENSG00000272660
HGNC:160	ACTL6B	Approved	ACTL6	BAF53B, SMARCN2	ENSG00000077080
HGNC:161	ACTL7A	Approved			ENSG00000187003
HGNC:162	ACTL7B	Approved		Tact1	ENSG00000148156
HGNC:24018	ACTL8	Approved		CT57	ENSG00000117148
HGNC:28494	ACTL9	Approved		MGC33407	ENSG00000181786
HGNC:16127	ACTL10	Approved	C20orf134		ENSG00000288649
HGNC:44626	ACTL11P	Approved	ACTBP13		ENSG00000234667
HGNC:24758	ACTMAP	Approved	C19orf54	FLJ41131	ENSG00000188493
HGNC:163	ACTN1	Approved			ENSG00000072110
HGNC:20131	ACTN1-DT	Approved	C14orf84, ACTN1-AS1		ENSG00000259062
HGNC:164	ACTN2	Approved			ENSG00000077522
HGNC:165	ACTN3	Approved			ENSG00000248746
HGNC:58248	ACTN3-AS1	Approved			ENSG00000250105
HGNC:166	ACTN4	Approved	FSGS1		ENSG00000130402
HGNC:58572	ACTN4-AS1	Approved			ENSG00000267375
HGNC:44028	ACTN4P1	Approved			ENSG00000213493
HGNC:44032	ACTN4P2	Approved			ENSG00000214141
HGNC:51621	ACTP1	Approved			ENSG00000229890
HGNC:167	ACTR1A	Approved		ARP1, Arp1A	ENSG00000138107
HGNC:54703	ACTR1AP1	Approved			ENSG00000233370
HGNC:168	ACTR1B	Approved	CTRN2	Arp1B	ENSG00000115073
HGNC:169	ACTR2	Approved		ARP2	ENSG00000138071
HGNC:56978	ACTR2P1	Approved			ENSG00000224334
HGNC:57006	ACTR2P2	Approved			ENSG00000213985
HGNC:170	ACTR3	Approved		ARP3	ENSG00000115091
HGNC:53965	ACTR3-AS1	Approved		AC104653.1	
HGNC:17256	ACTR3B	Approved		ARP11, ARP3beta	ENSG00000133627
HGNC:37724	ACTR3BP1	Approved			ENSG00000270242
HGNC:38677	ACTR3BP2	Approved		FKSG73	ENSG00000226481
HGNC:38678	ACTR3BP3	Approved			ENSG00000260327
HGNC:38681	ACTR3BP4	Approved			ENSG00000249283
HGNC:38682	ACTR3BP5	Approved			ENSG00000227264
HGNC:38683	ACTR3BP6	Approved			ENSG00000280263
HGNC:54971	ACTR3BP7	Approved			ENSG00000226444
HGNC:37282	ACTR3C	Approved		ARP11	ENSG00000106526
HGNC:31820	ACTR3P1	Approved			
HGNC:38676	ACTR3P2	Approved			ENSG00000232267
HGNC:38679	ACTR3P3	Approved			ENSG00000242573
HGNC:14671	ACTR5	Approved		FLJ12785, Arp5, INO80M	ENSG00000101442
HGNC:24025	ACTR6	Approved		ARP6, FLJ13433	ENSG00000075089
HGNC:44210	ACTR6P1	Approved			ENSG00000248915
HGNC:14672	ACTR8	Approved		INO80N, ARP8	ENSG00000113812
HGNC:17372	ACTR10	Approved		HARP11, ACTR11, Arp11, Arp10	ENSG00000131966
HGNC:24027	ACTRT1	Approved		AIP1, KIAA0705, ARIP1, Arp-T1	ENSG00000123165
HGNC:55127	ACTRT1P1	Approved			ENSG00000235239
HGNC:24026	ACTRT2	Approved		Arp-T2, ARPM2, FLJ25424	ENSG00000169717
HGNC:24022	ACTRT3	Approved		ARPM1	ENSG00000184378
HGNC:171	ACVR1	Approved	ACVRLK2	SKR1, ALK2, ACVR1A	ENSG00000115170
HGNC:172	ACVR1B	Approved	ACVRLK4	ALK4, SKR2, ActRIB	ENSG00000135503
HGNC:18123	ACVR1C	Approved		ALK7, ACVRLK7	ENSG00000123612
HGNC:173	ACVR2A	Approved	ACVR2	ACTRII	ENSG00000121989
HGNC:174	ACVR2B	Approved		ActR-IIB	ENSG00000114739
HGNC:44161	ACVR2B-AS1	Approved			ENSG00000229589
HGNC:175	ACVRL1	Approved	ACVRLK1, ORW2	HHT2, ALK1, HHT	ENSG00000139567
HGNC:176	ACVRLK2	Symbol Withdrawn			
HGNC:177	ACY1	Approved			ENSG00000243989
HGNC:178	ACY1L	Symbol Withdrawn	ACY1L	AN	
HGNC:24104	ACY3	Approved		HCBP1, MGC9740, ACY-3, ASPA2	ENSG00000132744
HGNC:179	ACYP1	Approved			ENSG00000119640
HGNC:180	ACYP2	Approved			ENSG00000170634
HGNC:181	AD1	Symbol Withdrawn			
HGNC:182	AD2	Symbol Withdrawn	AD2		
HGNC:183	AD3	Symbol Withdrawn			
HGNC:184	AD4	Symbol Withdrawn			
HGNC:185	AD5	Entry Withdrawn			
HGNC:186	ADA	Approved		ADA1	ENSG00000196839
HGNC:1839	ADA2	Approved	IDGFL, CECR1	ADGF	ENSG00000093072
HGNC:30713	ADAD1	Approved		Tenr	ENSG00000164113
HGNC:58882	ADAD1-AS1	Approved			ENSG00000310421
HGNC:44550	ADAD1P1	Approved			ENSG00000270367
HGNC:44552	ADAD1P2	Approved			ENSG00000267511
HGNC:30714	ADAD2	Approved		TENRL, FLJ00337	ENSG00000140955
HGNC:58422	ADAD2-AS1	Approved			ENSG00000250685
HGNC:187	ADAM1A	Approved	ADAM1	ADAM1AP, FTNAP, PH-30a, Ftna, ADAM1P	ENSG00000229186
HGNC:44366	ADAM1B	Approved		ADAM1BP	ENSG00000226469
HGNC:198	ADAM2	Approved	FTNB	PH-30b, PH30, CT15	ENSG00000104755
HGNC:209	ADAM3A	Approved	CYRN1	ADAM3AP, ADAM3, tMDCI	ENSG00000197475
HGNC:210	ADAM3B	Approved	CYRN2		ENSG00000260089
HGNC:212	ADAM5	Approved	ADAM5P	tMDCII	ENSG00000196115
HGNC:213	ADAM6	Approved	C14orf96	ADAM6P, tMDCIV	ENSG00000271968
HGNC:214	ADAM7	Approved		GP-83, EAPI	ENSG00000069206
HGNC:56152	ADAM7-AS1	Approved			ENSG00000253535
HGNC:56153	ADAM7-AS2	Approved			ENSG00000253643
HGNC:215	ADAM8	Approved		CD156, MS2, CD156A	ENSG00000151651
HGNC:216	ADAM9	Approved	CORD9	MDC9, KIAA0021, MCMP, Mltng	ENSG00000168615
HGNC:188	ADAM10	Approved		kuz, MADM, HsT18717, CD156C	ENSG00000137845
HGNC:189	ADAM11	Approved	MDC		ENSG00000073670
HGNC:190	ADAM12	Approved		MCMPMltna, MLTN	ENSG00000148848
HGNC:43841	ADAM12-OT1	Entry Withdrawn		CAR10, FLJ31066	
HGNC:193	ADAM15	Approved		MDC15	ENSG00000143537
HGNC:195	ADAM17	Approved	TACE	cSVP, CD156B	ENSG00000151694
HGNC:196	ADAM18	Approved		tMDCIII, ADAM27	ENSG00000168619
HGNC:197	ADAM19	Approved		MLTNB	ENSG00000135074
HGNC:199	ADAM20	Approved			ENSG00000134007
HGNC:20102	ADAM20P1	Approved	C14orf55		ENSG00000259158
HGNC:43901	ADAM20P2	Approved			ENSG00000248574
HGNC:43902	ADAM20P3	Approved			ENSG00000249162
HGNC:200	ADAM21	Approved		ADAM31	ENSG00000139985
HGNC:19822	ADAM21P1	Approved	ADAM21P		ENSG00000235812
HGNC:201	ADAM22	Approved		MDC2	ENSG00000008277
HGNC:202	ADAM23	Approved		MDC3	ENSG00000114948
HGNC:203	ADAM24P	Approved			ENSG00000214607
HGNC:206	ADAM28	Approved		eMDCII, MDC-Lm, MDC-Ls, ADAM23	ENSG00000042980
HGNC:207	ADAM29	Approved		svph1, CT73	ENSG00000168594
HGNC:208	ADAM30	Approved		svph4	ENSG00000134249
HGNC:15479	ADAM32	Approved			ENSG00000197140
HGNC:15478	ADAM33	Approved	C20orf153	DKFZp434K0521, dJ964F7.1	ENSG00000149451
HGNC:16299	ADAMDEC1	Approved		M12.219	ENSG00000134028
HGNC:217	ADAMTS1	Approved		C3-C5, METH1, KIAA1346	ENSG00000154734
HGNC:218	ADAMTS2	Approved		ADAMTS-3, hPCPNI, PCINP, ADAM-TS2, NPI	ENSG00000087116
HGNC:219	ADAMTS3	Approved		KIAA0366, ADAMTS-4	ENSG00000156140
HGNC:40063	ADAMTS3-AS1	Approved			ENSG00000250877
HGNC:58811	ADAMTS3-AS2	Approved			ENSG00000301873
HGNC:58812	ADAMTS3-AS3	Approved			ENSG00000300789
HGNC:220	ADAMTS4	Approved		KIAA0688, ADAMTS-2, ADMP-1	ENSG00000158859
HGNC:221	ADAMTS5	Approved		ADMP-2, ADAMTS11	ENSG00000154736
HGNC:222	ADAMTS6	Approved		ADAM-TS6	ENSG00000049192
HGNC:59062	ADAMTS6-DT	Approved			ENSG00000294488
HGNC:223	ADAMTS7	Approved		ADAM-TS7, DKFZp434H204	ENSG00000136378
HGNC:49407	ADAMTS7P1	Approved	ADAMTS7P2		ENSG00000274376
HGNC:49408	ADAMTS7P2	Symbol Withdrawn			
HGNC:49409	ADAMTS7P3	Approved			ENSG00000261143
HGNC:49410	ADAMTS7P4	Approved			ENSG00000218052
HGNC:56992	ADAMTS7P5	Approved			ENSG00000274717
HGNC:224	ADAMTS8	Approved		METH2, FLJ41712, ADAM-TS8	ENSG00000134917
HGNC:13202	ADAMTS9	Approved		KIAA1312	ENSG00000163638
HGNC:40625	ADAMTS9-AS1	Approved			ENSG00000241158
HGNC:42435	ADAMTS9-AS2	Approved			ENSG00000241684
HGNC:13201	ADAMTS10	Approved		ADAM-TS10	ENSG00000142303
HGNC:58599	ADAMTS10-AS1	Approved			ENSG00000267986
HGNC:14605	ADAMTS12	Approved			ENSG00000151388
HGNC:1366	ADAMTS13	Approved	C9orf8	VWFCP, TTP, vWF-CP, FLJ42993, MGC118899, MGC118900, DKFZp434C2322	ENSG00000160323
HGNC:14899	ADAMTS14	Approved			ENSG00000138316
HGNC:16305	ADAMTS15	Approved			ENSG00000166106
HGNC:17108	ADAMTS16	Approved		ADAMTS16s	ENSG00000145536
HGNC:58093	ADAMTS16-AS1	Approved		AC022424.2	ENSG00000250866
HGNC:55548	ADAMTS16-DT	Approved			ENSG00000250579
HGNC:17109	ADAMTS17	Approved		FLJ32769, FLJ16363	ENSG00000140470
HGNC:58617	ADAMTS17-AS1	Approved			ENSG00000259356
HGNC:17110	ADAMTS18	Approved	ADAMTS21		ENSG00000140873
HGNC:17111	ADAMTS19	Approved			ENSG00000145808
HGNC:40797	ADAMTS19-AS1	Approved		RP11-346A9.1	ENSG00000249421
HGNC:17178	ADAMTS20	Approved		GON-1	ENSG00000173157
HGNC:16662	ADAMTS21	Symbol Withdrawn			
HGNC:14632	ADAMTSL1	Approved	C9orf94	ADAMTSR1, FLJ35283	ENSG00000178031
HGNC:14631	ADAMTSL2	Approved		KIAA0605	ENSG00000197859
HGNC:14633	ADAMTSL3	Approved		KIAA1233, punctin-2	ENSG00000156218
HGNC:19706	ADAMTSL4	Approved	TSRC1	DKFZP434K1772	ENSG00000143382
HGNC:32041	ADAMTSL4-AS1	Approved	C1orf138	FLJ45786	ENSG00000203804
HGNC:40895	ADAMTSL4-AS2	Approved			ENSG00000237781
HGNC:27912	ADAMTSL5	Approved	THSD6		ENSG00000185761
HGNC:16486	ADAP1	Approved	CENTA1	GCS1L	ENSG00000105963
HGNC:16487	ADAP2	Approved	CENTA2		ENSG00000184060
HGNC:225	ADAR	Approved	IFI4, G1P1	ADAR1, DRADA	ENSG00000160710
HGNC:226	ADARB1	Approved		ADAR2, DRADA2, ADAR2g, DRABA2, RED1, hRED1, ADAR2a-L1, ADAR2a-L2, ADAR2a-L3, ADAR2a, ADAR2b, ADAR2c, ADAR2d	ENSG00000197381
HGNC:227	ADARB2	Approved		RED2, hRED2, ADAR3	ENSG00000185736
HGNC:23299	ADARB2-AS1	Approved	C10orf109, NCRNA00168	bA466B20.1	ENSG00000205696
HGNC:228	ADAT1	Approved			ENSG00000065457
HGNC:21172	ADAT2	Approved	DEADC1	dJ20N2.1, TAD2	ENSG00000189007
HGNC:25151	ADAT3	Approved		TAD3	ENSG00000213638
HGNC:19038	ADCK1	Approved		FLJ39600	ENSG00000063761
HGNC:19039	ADCK2	Approved		MGC20727	ENSG00000133597
HGNC:21738	ADCK5	Approved		FLJ35454	ENSG00000173137
HGNC:229	ADCP1	Approved			
HGNC:230	ADCP2	Symbol Withdrawn			
HGNC:231	ADCR	Symbol Withdrawn			
HGNC:232	ADCY1	Approved	DFNB44	AC1	ENSG00000164742
HGNC:233	ADCY2	Approved		HBAC2, KIAA1060, AC2	ENSG00000078295
HGNC:40064	ADCY2-AS1	Approved			ENSG00000250761
HGNC:58999	ADCY2-AS2	Approved			ENSG00000305555
HGNC:234	ADCY3	Approved		AC3	ENSG00000138031
HGNC:235	ADCY4	Approved		AC4	ENSG00000129467
HGNC:236	ADCY5	Approved		AC5	ENSG00000173175
HGNC:237	ADCY6	Approved		AC6	ENSG00000174233
HGNC:53332	ADCY6-DT	Approved			ENSG00000257660
HGNC:238	ADCY7	Approved		KIAA0037, AC7	ENSG00000121281
HGNC:239	ADCY8	Approved	ADCY3	HBAC1, AC8	ENSG00000155897
HGNC:240	ADCY9	Approved		AC9	ENSG00000162104
HGNC:21285	ADCY10	Approved		SAC, Sacy, SACI, HCA2, RP1-313L4.2	ENSG00000143199
HGNC:44143	ADCY10P1	Approved			ENSG00000161912
HGNC:241	ADCYAP1	Approved		PACAP	ENSG00000141433
HGNC:242	ADCYAP1R1	Approved		PAC1, PACAPR, PAC1R	ENSG00000078549
HGNC:243	ADD1	Approved			ENSG00000087274
HGNC:58714	ADD1-DT	Approved			ENSG00000296107
HGNC:244	ADD2	Approved		ADDB	ENSG00000075340
HGNC:40065	ADD2-AS1	Approved			ENSG00000235035
HGNC:245	ADD3	Approved	ADDL		ENSG00000148700
HGNC:48682	ADD3-AS1	Approved			ENSG00000203876
HGNC:246	ADDL	Symbol Withdrawn			
HGNC:247	ADFN	Entry Withdrawn			
HGNC:21212	ADGB	Approved	C6orf103	FLJ23121, dJ408K24.1, CAPN16	ENSG00000118492
HGNC:55654	ADGB-DT	Approved			ENSG00000237468
HGNC:13838	ADGRA1	Approved	GPR123	KIAA1828	ENSG00000197177
HGNC:49543	ADGRA1-AS1	Approved	GPR123-AS1		ENSG00000256925
HGNC:17849	ADGRA2	Approved	GPR124	TEM5, DKFZp434C211, DKFZp434J0911, KIAA1531, FLJ14390	ENSG00000020181
HGNC:13839	ADGRA3	Approved	GPR125	FLJ38547, PGR21	ENSG00000152990
HGNC:55918	ADGRA3P1	Approved			ENSG00000256616
HGNC:943	ADGRB1	Approved	BAI1		ENSG00000181790
HGNC:944	ADGRB2	Approved	BAI2		ENSG00000121753
HGNC:945	ADGRB3	Approved	BAI3	KIAA0550	ENSG00000135298
HGNC:55774	ADGRB3-DT	Approved		AL391807.1, RP3-525N10.2	ENSG00000230910
HGNC:19893	ADGRD1	Approved	GPR133	DKFZp434B1272, PGR25	ENSG00000111452
HGNC:53314	ADGRD1-AS1	Approved		LACAT8	ENSG00000256151
HGNC:58275	ADGRD1-AS2	Approved			ENSG00000256810
HGNC:18651	ADGRD2	Approved	GPR144	PGR24	ENSG00000180264
HGNC:3336	ADGRE1	Approved	TM7LN3, EMR1		ENSG00000174837
HGNC:3337	ADGRE2	Approved	EMR2	CD312	ENSG00000127507
HGNC:23647	ADGRE3	Approved	EMR3		ENSG00000131355
HGNC:19240	ADGRE4P	Approved	GPR127, EMR4, EMR4P	PGR16	ENSG00000268758
HGNC:1711	ADGRE5	Approved	CD97	TM7LN1	ENSG00000123146
HGNC:18990	ADGRF1	Approved	GPR110	hGPCR36, PGR19	ENSG00000153292
HGNC:18991	ADGRF2P	Approved	GPR111, ADGRF2	hGPCR35, PGR20	ENSG00000164393
HGNC:18989	ADGRF3	Approved	GPR113	hGPCR37, PGR23	ENSG00000173567
HGNC:19011	ADGRF4	Approved	GPR115	FLJ38076, PGR18	ENSG00000153294
HGNC:19030	ADGRF5	Approved	GPR116	DKFZp564O1923, KIAA0758	ENSG00000069122
HGNC:40864	ADGRF5-AS1	Approved			ENSG00000225730
HGNC:32922	ADGRF5P1	Approved	GPR116P1		ENSG00000227582
HGNC:32921	ADGRF5P2	Approved	GPR116P2		ENSG00000204818
HGNC:4512	ADGRG1	Approved	GPR56	TM7LN4, TM7XN1	ENSG00000205336
HGNC:4516	ADGRG2	Approved	GPR64	HE6, TM7LN2, EDDM6	ENSG00000173698
HGNC:13728	ADGRG3	Approved	GPR97	Pb99, PGR26	ENSG00000182885
HGNC:18992	ADGRG4	Approved	GPR112	RP1-299I16, PGR17	ENSG00000156920
HGNC:19010	ADGRG5	Approved	GPR114	PGR27	ENSG00000159618
HGNC:13841	ADGRG6	Approved	GPR126	FLJ14937	ENSG00000112414
HGNC:19241	ADGRG7	Approved	GPR128	FLJ14454	ENSG00000144820
HGNC:20973	ADGRL1	Approved	LPHN1	KIAA0821, CIRL1, LEC2	ENSG00000072071
HGNC:55309	ADGRL1-AS1	Approved			ENSG00000267169
HGNC:18582	ADGRL2	Approved	LPHH1, LPHN2	KIAA0786, LEC1, CIRL2	ENSG00000117114
HGNC:20974	ADGRL3	Approved	LPHN3	KIAA0768, LEC3	ENSG00000150471
HGNC:50604	ADGRL3-AS1	Approved	LPHN3-AS1		ENSG00000248692
HGNC:58798	ADGRL3-AS2	Approved			ENSG00000205682
HGNC:58799	ADGRL3-AS3	Approved			ENSG00000289308
HGNC:20822	ADGRL4	Approved	ELTD1	ETL	ENSG00000162618
HGNC:17416	ADGRV1	Approved	USH2C, MASS1, GPR98	DKFZp761P0710, KIAA0686, FEB4, VLGR1	ENSG00000164199
HGNC:59094	ADGRV1-AS1	Approved			
HGNC:249	ADH1A	Approved	ADH1		ENSG00000187758
HGNC:250	ADH1B	Approved	ADH2		ENSG00000196616
HGNC:251	ADH1C	Approved	ADH3		ENSG00000248144
HGNC:252	ADH4	Approved		ADH-2	ENSG00000198099
HGNC:253	ADH5	Approved	FDH	ADH-3, ADHX, GSNOR	ENSG00000197894
HGNC:254	ADH5P1	Entry Withdrawn		ADH-3P1	
HGNC:22976	ADH5P2	Approved			ENSG00000232676
HGNC:22991	ADH5P3	Approved			ENSG00000223694
HGNC:21377	ADH5P4	Approved	ADH5B	bA707M13.2	ENSG00000233859
HGNC:54523	ADH5P5	Approved			ENSG00000234865
HGNC:255	ADH6	Approved		ADH-5	ENSG00000172955
HGNC:256	ADH7	Approved		ADH-4	ENSG00000196344
HGNC:16354	ADHFE1	Approved		FLJ32430	ENSG00000147576
HGNC:30576	ADI1	Approved		SIPL, MTCBP-1, ARD, APL1, FLJ10913, HMFT1638, mtnD	ENSG00000182551
HGNC:52339	ADI1P1	Approved			ENSG00000235102
HGNC:52340	ADI1P2	Approved			ENSG00000250684
HGNC:52341	ADI1P3	Approved			ENSG00000258369
HGNC:28606	ADIG	Approved		MGC39724, SMAF1, RP5-1100H13.2	ENSG00000182035
HGNC:56273	ADIPINT	Approved			ENSG00000292223
HGNC:13633	ADIPOQ	Approved	ACDC	ACRP30, apM1, GBP28, adiponectin	ENSG00000181092
HGNC:40648	ADIPOQ-AS1	Approved			ENSG00000226482
HGNC:24040	ADIPOR1	Approved		PAQR1, ACDCR1	ENSG00000159346
HGNC:44910	ADIPOR1P1	Approved			ENSG00000232497
HGNC:44911	ADIPOR1P2	Approved			ENSG00000258805
HGNC:24041	ADIPOR2	Approved		PAQR2, ACDCR2	ENSG00000006831
HGNC:16477	ADIR	Symbol Withdrawn		FLJ22345, ADIR2	
HGNC:24043	ADIRF	Approved	C10orf116	APM2, AFRO	ENSG00000148671
HGNC:45127	ADIRF-AS1	Approved			ENSG00000272734
HGNC:15873	ADISSP	Approved	C20orf27	FLJ20550	ENSG00000101220
HGNC:58498	ADISSPP1	Approved			ENSG00000271547
HGNC:58499	ADISSPP2	Approved			ENSG00000260082
HGNC:257	ADK	Approved		AK	ENSG00000156110
HGNC:58381	ADK-AS1	Approved			ENSG00000232342
HGNC:258	ADL	Symbol Withdrawn			
HGNC:259	ADM	Approved		AM	ENSG00000148926
HGNC:55516	ADM-DT	Approved			ENSG00000254554
HGNC:28898	ADM2	Approved		AM2, FLJ21135	ENSG00000128165
HGNC:27293	ADM5	Approved	C19orf76	AM5	ENSG00000224420
HGNC:260	ADMLX	Symbol Withdrawn			
HGNC:261	ADMLY	Symbol Withdrawn			
HGNC:15766	ADNP	Approved		KIAA0784, ADNP1	ENSG00000101126
HGNC:51227	ADNP-AS1	Approved			ENSG00000259456
HGNC:23803	ADNP2	Approved	ZNF508	KIAA0863	ENSG00000101544
HGNC:23506	ADO	Approved	C10orf22	FLJ14547	ENSG00000181915
HGNC:262	ADORA1	Approved		RDC7	ENSG00000163485
HGNC:40067	ADORA1-AS1	Approved			ENSG00000224671
HGNC:40066	ADORA1-AS2	Approved			ENSG00000234775
HGNC:263	ADORA2A	Approved	ADORA2	RDC8	ENSG00000128271
HGNC:37122	ADORA2A-AS1	Approved	C22orf45	FLJ34651, hLinfRNA1	ENSG00000178803
HGNC:264	ADORA2B	Approved			ENSG00000170425
HGNC:265	ADORA2BP1	Approved	ADORA2BP		ENSG00000236136
HGNC:266	ADORA2L1	Entry Withdrawn	ADORA2L		
HGNC:267	ADORA2L2	Entry Withdrawn			
HGNC:268	ADORA3	Approved		AD026, A3AR	ENSG00000282608
HGNC:25250	ADPGK	Approved		DKFZp434B195, ADP-GK	ENSG00000159322
HGNC:44144	ADPGK-AS1	Approved			ENSG00000260898
HGNC:269	ADPRH	Approved		ARH1	ENSG00000144843
HGNC:58775	ADPRH-AS1	Approved		AC073352.1	ENSG00000272967
HGNC:21303	ADPRHL1	Approved		ARH2	ENSG00000153531
HGNC:30925	ADPRM	Approved	C17orf48	MDS006	ENSG00000170222
HGNC:21304	ADPRS	Approved	ADPRHL2	ARH3, FLJ20446	ENSG00000116863
HGNC:277	ADRA1A	Approved	ADRA1C	ADRA1L1	ENSG00000120907
HGNC:278	ADRA1B	Approved			ENSG00000170214
HGNC:279	ADRA1C	Symbol Withdrawn			
HGNC:280	ADRA1D	Approved		ADRA1R, ADRA1A, ADRA1	ENSG00000171873
HGNC:281	ADRA2A	Approved	ADRA2, ADRA2R	ADRAR	ENSG00000150594
HGNC:282	ADRA2B	Approved	ADRA2L1, ADRA2RL1	ADRARL1	ENSG00000274286
HGNC:283	ADRA2C	Approved	ADRA2L2, ADRA2RL2	ADRARL2	ENSG00000184160
HGNC:284	ADRA2L1	Symbol Withdrawn			
HGNC:285	ADRB1	Approved	ADRB1R		ENSG00000043591
HGNC:286	ADRB2	Approved	ADRB2R	ADRBR, BAR, B2AR, ARB2	ENSG00000169252
HGNC:287	ADRB2RL1	Symbol Withdrawn			
HGNC:288	ADRB3	Approved			ENSG00000188778
HGNC:15759	ADRM1	Approved		GP110, Rpn13, ARM1, PSMD16	ENSG00000130706
HGNC:291	ADSL	Approved			ENSG00000239900
HGNC:20093	ADSS1	Approved	ADSSL1	FLJ38602	ENSG00000185100
HGNC:292	ADSS2	Approved	ADSS		ENSG00000035687
HGNC:293	ADT	Entry Withdrawn			
HGNC:294	ADTAA	Symbol Withdrawn			
HGNC:295	ADTAB	Symbol Withdrawn			
HGNC:296	ADTB1	Symbol Withdrawn			
HGNC:299	ADTB2	Symbol Withdrawn			
HGNC:300	ADTG	Symbol Withdrawn			
HGNC:21214	ADTRP	Approved	C6orf105	dJ413H6.1, AIG1L	ENSG00000111863
HGNC:301	AE1	Symbol Withdrawn			
HGNC:302	AE2	Symbol Withdrawn			
HGNC:303	AEBP1	Approved		ACLP	ENSG00000106624
HGNC:24051	AEBP2	Approved		MGC17922	ENSG00000139154
HGNC:305	AEMK	Symbol Withdrawn			
HGNC:25722	AEN	Approved	ISG20L1	FLJ12484, FLJ12562	ENSG00000181026
HGNC:306	AEPLC	Symbol Withdrawn			
HGNC:308	AEZ	Symbol Withdrawn			
HGNC:309	AF8T	Entry Withdrawn			
HGNC:310	AFA	Entry Withdrawn			
HGNC:24017	AFAP1	Approved		AFAP-110, AFAP	ENSG00000196526
HGNC:28141	AFAP1-AS1	Approved	AFAP1AS, AFAP1-AS	ATMLP, MGC10981	ENSG00000272620
HGNC:58726	AFAP1-AS2	Approved			ENSG00000287164
HGNC:26714	AFAP1L1	Approved		FLJ36748	ENSG00000157510
HGNC:25901	AFAP1L2	Approved	KIAA1914	FLJ14564, Em:AC005383.4, XB130	ENSG00000169129
HGNC:311	AFCP	Symbol Withdrawn			
HGNC:312	AFD1	Entry Withdrawn			
HGNC:7137	AFDN	Approved	MLLT4	AF-6, AF6	ENSG00000130396
HGNC:21236	AFDN-DT	Approved	AFDN-AS1, C6orf124, LINC01558, MLLT4-AS1	HGC6.4, dJ431P23.3, XBP1SBM	ENSG00000198221
HGNC:7135	AFF1	Approved	PBM1, MLLT2	AF-4, AF4, FEL	ENSG00000172493
HGNC:53447	AFF1-AS1	Approved			
HGNC:3776	AFF2	Approved	FMR2	FRAXE	ENSG00000155966
HGNC:41334	AFF2-IT1	Approved			ENSG00000223516
HGNC:6473	AFF3	Approved	LAF4	MLLT2-like	ENSG00000144218
HGNC:17869	AFF4	Approved		AF5Q31, MCEF	ENSG00000072364
HGNC:55235	AFF4-DT	Approved			ENSG00000272023
HGNC:56526	AFF4P1	Approved			ENSG00000249820
HGNC:16411	AFG1L	Approved	LACE1	AFG1	ENSG00000135537
HGNC:18119	AFG2A	Approved	SPATA5	SPAF, AFG2	ENSG00000145375
HGNC:28762	AFG2B	Approved	SPATA5L1	MGC5347, FLJ12286	ENSG00000171763
HGNC:313	AFG3	Symbol Withdrawn			
HGNC:314	AFG3L1P	Approved	AFG3, AFG3L1		ENSG00000223959
HGNC:315	AFG3L2	Approved	SCA28	SPAX5	ENSG00000141385
HGNC:24169	AFG3L2P1	Approved	AFG3L2P		ENSG00000253606
HGNC:316	AFM	Approved		ALB2, ALBA	ENSG00000079557
HGNC:20910	AFMID	Approved		DKFZp686F03259, KF	ENSG00000183077
HGNC:317	AFP	Approved	HPAFP	FETA	ENSG00000081051
HGNC:25951	AFTPH	Approved		MGC33965, FLJ20080, FLJ23793, Nbla10388	ENSG00000119844
HGNC:52788	AFTPH-DT	Approved			ENSG00000260101
HGNC:318	AGA	Approved		ASRG	ENSG00000038002
HGNC:27730	AGA-DT	Approved			ENSG00000250131
HGNC:16922	AGAP1	Approved	CENTG2	KIAA1099, GGAP1	ENSG00000157985
HGNC:41427	AGAP1-IT1	Approved			ENSG00000235529
HGNC:16921	AGAP2	Approved	CENTG1		ENSG00000135439
HGNC:48633	AGAP2-AS1	Approved		LOC100130776, PUNISHER	ENSG00000255737
HGNC:16923	AGAP3	Approved	CENTG3		ENSG00000133612
HGNC:23459	AGAP4	Approved	CTGLF1, AGAP8, CTGLF5	Em:AC012044.1, MRIP2	ENSG00000188234
HGNC:23467	AGAP5	Approved	CTGLF2	Em:AC073389.1	ENSG00000172650
HGNC:23466	AGAP6	Approved	CTGLF3	bA324H6.1	ENSG00000204149
HGNC:23465	AGAP7P	Approved	CTGLF4, AGAP7	bA109G10.1	ENSG00000264204
HGNC:23464	AGAP8	Symbol Withdrawn	CTGLF5		
HGNC:23463	AGAP9	Approved	CTGLF6	bA301J7.2, FLJ00312	ENSG00000204172
HGNC:23462	AGAP10	Symbol Withdrawn	CTGLF7	bA144G6.2	
HGNC:23659	AGAP10P	Approved	AGAP10, CTGLF7, CTGLF10P	bA358L16.1, bA144G6.2	ENSG00000230869
HGNC:29421	AGAP11	Approved		KIAA1975	ENSG00000261011
HGNC:23661	AGAP12P	Approved	CTGLF12P	bA164N7.2	ENSG00000265018
HGNC:23499	AGAP13P	Approved	CTGLF9P	bA548K23.1	ENSG00000243289
HGNC:23660	AGAP14P	Approved	CTGLF11P, AGAP14	bA145E20.1	ENSG00000279058
HGNC:26504	AGBL1	Approved		FLJ32310, CCP4	ENSG00000273540
